Date,Time,Game ID,Custom Game ID,Partner,Sport,Level,Home Team,Away Team,Site,Subsite,BillTo
9/26/21,13:30,,5208298,GotSport,Soccer,U-9,SENECA UNITED SC TIGERS 2013,WEST DEPTFORD SC WIZARDS 2013,SENECA - STONEY CREEK FIELDS,S7,
9/26/21,13:30,,5208299,GotSport,Soccer,U-9,HADDONFIELD SC QUAKES 2013,MARLTON SC CHIEFS WHITE 2013 (GALLO),HADDONFIELD - CROWS WOODS,S7.2,
9/26/21,13:30,,5208263,GotSport,Soccer,U-11,MEDFORD SC RENEGADES 2011,HADDON HEIGHTS SC SPURS 2011,MEDFORD - BENDE PARK,S9,
9/26/21,13:30,,5207764,GotSport,Soccer,U-13,PITTSGROVE SC FORCE 2009,PENNSVILLE DRAGONS 2009,PITTSGROVE-GREEN BRANCH,F1,
9/26/21,13:30,,5207708,GotSport,Soccer,U-10,CHERRY HILL FC JUNIORS RED 2012,TBAA JAGUARS 2012,CHFC - DeCOU,S7 - Grass 7v7/D6,
9/26/21,13:30,,5207682,GotSport,Soccer,U-11,BORDENTOWN FC RENEGADES 2011,ATLANTIC UNTIED PREMIER KICKERS 2011 B,BORDENTOWN - FRIENDSHIP FIELDS,S9,
9/26/21,13:30,,5207665,GotSport,Soccer,U-8,GCU U8 2014,SENECA UNITED SC THUNDER 2014,GCU - NEHAUNSEY MS,S7,
9/26/21,13:30,,5207666,GotSport,Soccer,U-8,HIGHLAND YOUTH BOYS 2014,PENNSAUKEN YOUTH AVENGERS 2014,HIGHLAND - GLOUCESTER TWP PARK,S7,
9/26/21,13:30,,5208416,GotSport,Soccer,U-14,BURLINGTON TWP SC GALAXY 2008,DEPTFORD DRAGONS 2008,BURLINGTON TWP - PINEWALD AVE,F1,
9/26/21,13:30,,5207572,GotSport,Soccer,U-11,MOUNT LAUREL UNITED FLASH 2011,MOORESTOWN SC BLACK KNIGHTS 2011,MLU-TROTTERS,S9,
9/26/21,13:30,,5207573,GotSport,Soccer,U-11,DEPTFORD BLAZE 2011,SWEDESBORO-WOOLWICH SA RED FLAMES 2011,DEPTFORD SC,S9,
9/26/21,13:30,,5207537,GotSport,Soccer,U-9,MOUNT LAUREL UNITED TIGERS 2013,BURLINGTON TWP SC STRIKERS 2013,MLU-TROTTERS,S7,
9/26/21,13:45,,5226217,GotSport,Soccer,U-8,MOUNT LAUREL UNITED LIGHTNING 2014,WASHINGTON TWP SC RED 2014,MLU-TROTTERS,S7.2,
9/26/21,13:45,,5209126,GotSport,Soccer,U-13,MAPLE SHADE SC BLUE FLAMES 2009,Atlantic United Soccer Club Atlantic United Premier Kickers 2009 B,MAPLE SHADE - TURF FIELD,F1,
9/26/21,13:45,,5208714,GotSport,Soccer,U-15,CINNAMINSON SC PREDATORS 2007,HARRISON SC AVENGERS 2007,CINNAMINSON SC - MEMORIAL,F1,
9/26/21,2:00:00 PM,,5258721,GotSport,Soccer,U-9,PAL-RIV SC HURRICANES 2013,HIGHLAND YOUTH FURY 2013,,,
9/26/21,14:00,,5258720,GotSport,Soccer,U-9,ATLANTIC UNTIED PREMIER KICKERS 2013 B,HADDON HEIGHTS SC 2013 ATLETICO HEIGHTS,ATLANTIC - TARTAGLIO,S7,
9/26/21,14:00,,5221162,GotSport,Soccer,U-10,CINNAMINSON SC WARRIORS 2012,GATEWAY UNITED STING RAYS 2012,CINNAMINSON SC - MEMORIAL,S7.2,
9/26/21,14:00,,5208573,GotSport,Soccer,U-15,HIGHLAND YOUTH SC SEIGE 2007,WOODSTOWN WOLVERINES 2007,HIGHLAND - GLOUCESTER TWP PARK,F1,
9/26/21,14:00,,5208335,GotSport,Soccer,U-12,HADDONFIELD SC RED 2010,FRANKLIN TWP SA WOLFPACK 2010,HADDONFIELD - CROWS WOODS,S9,
9/26/21,14:00,,5209201,GotSport,Soccer,U-8,COHANSEY PREMIER 2014 FLYERS,EGG HARBOR SC EAGLES 2014,COHANSEY,S7,
9/26/21,14:00,,5224849,GotSport,Soccer,U-12,CHERRY HILL FC JUNIORS BLACK 2010,WOODSTOWN WARRIORS 2010,CHFC - DeCOU,S9- Grass 9v9/D5,
9/26/21,14:00,,5208909,GotSport,Soccer,U-15,WINSLOW TOWNSHIP YSA PANTHERS 2007,NORTHERN BURLINGTON SA BLUE LEGENDS 2007,WINSLOW TWP - PETER VOLPA,F1,
9/26/21,14:00,,5223395,GotSport,Soccer,U-14,MOORESTOWN SC IMPACT 2008,MONROE TOWNSHIP YS MONROE UNITED BLUE 2008,MOORESTOWN - MEMORIAL FIELDS,F1,
9/26/21,14:00,,5222024,GotSport,Soccer,U-10,AUDUBON SOCCER YOUTH TBD 2013,FRANKLIN TWP CRUSADERS 2012,AUDUBON - GREEN WAVE PARK,S1,
9/26/21,14:00,,5224143,GotSport,Soccer,U-12,SENECA UNITED SC SCREAMING EAGLES  2010,MOORESTOWN SC GOLDEN KNIGHTS 2010,SENECA - STONEY CREEK FIELDS,S9,
9/26/21,14:00,,5207990,GotSport,Soccer,U-14,DELRAN LIONS 2008,VINELAND SA VIKINGS 2008,DELRAN - VERMES,F1,
9/26/21,14:00,,5258719,GotSport,Soccer,U-9,EGSA MAYHEM 2013,BORDENTOWN FC UNION 2013,E GREENWICH - THOMPSON FAMILY PARK,S7.2,
9/26/21,14:00,,5209105,GotSport,Soccer,U-9,PITTSGROVE SC RED DEVILS 2013,BORDENTOWN FC VENOM 2013,PITTSGROVE-GREEN BRANCH,S7,
9/26/21,2:00:00 PM,,5207875,GotSport,Soccer,U-10,CHERRY HILL SC BLUE ARMY 2012,MOORESTOWN SC BLACK DRAGONS 2012,CHSC - CH WEST HS,,
9/26/21,14:00,,5207722,GotSport,Soccer,U-10,MARLTON CHIEFS ORANGE 2012,TARKILL LIVERPOOL 2012,MARLTON - MEMORIAL,S9,
9/26/21,14:00,,5209021,GotSport,Soccer,U-9,HARRISON SC LIGHTNING 2013,MOORESTOWN SC GOLDEN EAGLES 2013,HARRISON - William Wilt Soccer Complex,S7,
9/26/21,14:00,,5209052,GotSport,Soccer,U-11,GATEWAY UNITED WILDCATS 2011,PITMAN SA PUMAS 2011,GATEWAY UTD. - LANGSTON FIELD,S9,
9/26/21,14:00,,5207624,GotSport,Soccer,U-12,BURLINGTON TWP SC CELTIC 2010,HADDON HEIGHTS SC HOOLIGANS 2010,BURLINGTON TWP - PINEWALD AVE,S9,
9/26/21,14:00,,5209252,GotSport,Soccer,U-15,EDGEWATER PARK PHOENIX 2007,RANCOCAS VALLEY SC 2007 BOYS 8TH GRADE,EPAA - WEIMANN FIELD,F1,
9/26/21,14:30,,5222025,GotSport,Soccer,U-10,CLAYTON SA CLIPPERS 2012,PITMAN SA JAGUARS 2012,CLAYTON - BENTZ,S7,
9/26/21,14:45,,5223059,GotSport,Soccer,U-13,MARLTON SC CHIEFS ORANGE 2009,BURLINGTON TWP SC KICKERS 2009,MARLTON - MEMORIAL,F1,
9/26/21,15:00,,5208339,GotSport,Soccer,U-13,EGG HARBOR SC EAGLES 2009,HADDON HEIGHTS SC GARNETS 2009,EGG HARBOR - BARGAINTOWN,F1,
9/26/21,15:00,,5209279,GotSport,Soccer,U-17,TBAA RAMPAGE 2005,TBAA COSMOS 2005,TBAA-VALLEY BROOK,F1,
9/26/21,15:00,,5208782,GotSport,Soccer,U-12,HAMILTON ELITE FC PREMIER 2010B,WASHINGTON TOWNSHIP SC REVOLUTION 2010,HAMILTON ELITE FC - HICKORY,S9,
9/26/21,15:00,,5208750,GotSport,Soccer,U-9,SWSA CYCLONES 2013,MONROE TWP UNITED 2013,SW-Locke Avenue Park,S1,
9/26/21,15:00,,5225966,GotSport,Soccer,U-10,WEST DEPTFORD SC UNION 2012,EGG HARBOR SC EAGLES BLACK 2012,W DEPTFORD-WD PARK,S7,
9/26/21,15:00,,5208905,GotSport,Soccer,U-11,COHANSEY SC BLUES 2011,MEDFORD SC COLUMBIA 2011,COHANSEY,S9,
