Date,Time,Custom Game ID,Level,Home Team,Away Team,Site,Subsite,Partner,Sport,Game ID,BillTo
11/07/2021,12:00 PM,5208864,U-10,CFC SOUTH - REAL MADRID 2012B,COLLINGSWOOD TRAVEL KNIGHTS 2012,Centercourt,Centercourt,GotSport,Soccer,,
11/07/2021,12:00 PM,5208863,U-10,HADDONFIELD SC FIRE 2012,MOUNT LAUREL UNITED IMPACT 2012,HADDONFIELD - CROWS WOODS,S7,GotSport,Soccer,,
11/07/2021,12:00 PM,5208333,U-12,EGG HARBOR SC EAGLES 2010,HADDONFIELD SC RED 2010,EGG HARBOR - BARGAINTOWN,S9,GotSport,Soccer,,
11/07/2021,12:00 PM,5207856,U-10,MOORESTOWN SC BLACK DRAGONS 2012,WASHINGTON UNITED SC 2012,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
11/07/2021,12:00 PM,5222500,U-14,CINNAMINSON SC RAPTORS 2008,EGG HARBOR SC EAGLES 2008,CINNAMINSON SC - MEMORIAL,F1,GotSport,Soccer,,
11/07/2021,12:00 PM,5222501,U-14,RUNNEMEDE YAA RAPTORS 2008,WEST DEPTFORD VIPERS 2008,RUNNEMEDE YAA - volz middle school,F1,GotSport,Soccer,,
11/07/2021,12:00 PM,5207557,U-11,MOUNT LAUREL UNITED FLASH 2011,MANTUA TOWNSHIP SA UNION 2011,MLU-TROTTERS,S9,GotSport,Soccer,,
11/07/2021,12:00 PM,5207978,U-14,CAPE EXPRESS SC BREAKERS 2008,DELRAN LIONS 2008,CAPE EX SOCCER COMPLEX At Ockie Wisting,F1,GotSport,Soccer,,
11/07/2021,12:00 PM,5208565,U-15,TAR-KILL KNIGHTS 2007,PENNSVILLE POWER 2007,TARKILL-STERLING HS,F1,GotSport,Soccer,,
11/07/2021,12:00 PM,5207976,U-14,PITTSGROVE SC UNITED 2008,DEPTFORD CHAOS 2008,PITTSGROVE-GREEN BRANCH,F1,GotSport,Soccer,,
11/07/2021,12:00 PM,5207737,U-8,PITTSGROVE SC PHANTOMS 2014,MONROE TWP UNITED 2014,PITTSGROVE-GREEN BRANCH,S7,GotSport,Soccer,,
11/07/2021,12:30 PM,5209165,U-12,HIGHLAND YOUTH RAPTORS 2010,WOODSTOWN WOLVERINES 2010,HIGHLAND - GLOUCESTER TWP PARK,S9,GotSport,Soccer,,
11/07/2021,12:30 PM,5208132,U-10,SENECA UNITED SC DESTROYERS 2012,HADDON TWP WHITE HAWKS 2012,SENECA - STONEY CREEK FIELDS,S7,GotSport,Soccer,,
11/07/2021,12:30 PM,5228156,U-9,MILLVILLE SA REBELS 2013,WASHINGTON TOWNSHIP SC DAREDEVILS 2013,MILLVILLE SOCCER COMPLEX,S7,GotSport,Soccer,,
11/07/2021,12:30 PM,5208391,U-11,RANCOCAS VALLEY SC RED DEVILS 2011,EGSA FURY 2011,Rancocas Valley-LUMBERTON MUNICIPAL,S9,GotSport,Soccer,,
11/07/2021,12:30 PM,5225322,U-11,CHERRY HILL SC STORM 2011,EGG HARBOR SC EAGLES WHITE 2011,CHSC - UPPER CHAPEL TURF,S9,GotSport,Soccer,,
11/07/2021,01:00 PM,5209260,U-17,TBAA RAMPAGE 2005,PENNS GROVE SC WILDCATS 2005,TBAA-VALLEY BROOK,F1,GotSport,Soccer,,
11/07/2021,01:00 PM,5223074,U-13,HAMMONTON YOUTH HEAT 2009,BURLINGTON TWP SC KICKERS 2009,HAMMONTON ECEC Fields,F1,GotSport,Soccer,,
11/07/2021,01:00 PM,5208639,U-16,WINSLOW TOWNSHIP YSA WOLVES 2006,HIGHLAND YOUTH THRASHERS 2006,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5208245,U-11,MEDFORD SC RENEGADES 2011,HARRISON SC ARSENAL 2011,MEDFORD - BENDE PARK,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5223173,U-14,BERLIN SAVAGES 2008,Logan Soccer Club  Logan Dragons 2008,BERLIN SC - FRANKLIN FIELDS,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5209183,U-8,TBAA OUTLAWS 2014,HADDONFIELD SC FIRE 2014,TBAA-VALLEY BROOK,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5221179,U-10,MOORESTOWN SC EXPLOSION 2012,GATEWAY UNITED STING RAYS 2012,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207687,U-11,BORDENTOWN FC RENEGADES 2011,EGG HARBOR SC EAGLES BLACK 2011,BORDENTOWN - FRIENDSHIP FIELDS,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5208610,U-11,MOUNT LAUREL UNITED WARRIORS 2011,HADDONFIELD SC WHITE 2011,MLU-TROTTERS,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5225324,U-11,SWEDESBORO-WOOLWICH SA BLACK MAMBAS 2011,HADDONFIELD SC RED 2011,SW-Locke Avenue Park,FS,GotSport,Soccer,,
11/07/2021,01:30 PM,5225323,U-11,PITTSGROVE SC WOLVES 2011,UPPER TOWNSHIP SA TSUNAMIS 2011,PITTSGROVE-GREEN BRANCH,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5225815,U-10,HAMMONTON YOUTH HEAT 2012,WASHINGTON TOWNSHIP SC PREDATORS 2012,HAMMONTON ECEC Fields,ECEC-S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5225816,U-10,HADDON TWP RED HAWKS 2012,SWEDESBORO-WOOLWICH SA SHARKS 2012,HADDON TWP - CRYSTAL LAKE,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208582,U-11,GCU U11 2011,CLAYTON SA CLIPPERS 2011,GCU - NEHAUNSEY MS,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5208504,U-10,MONROE TOWNSHIP YS UNITED 2012,MOORESTOWN SC LIGHTNING 2012,MONROE TWP - CORKERY LANE,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5225981,U-10,WEST DEPTFORD SC UNION 2012,MEDFORD SC DESTROYERS 2012,W DEPTFORD-WD PARK,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208400,U-14,SENECA UNITED SC COYOTES 2008,DEPTFORD DRAGONS 2008,SENECA - STONEY CREEK FIELDS,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5208791,U-8,WASHINGTON TWP SC BLUE 2014,CHERRY HILL FC JUNIORS RED 2014,WASHINGTON TWP- H.S.,S7.2,GotSport,Soccer,,
11/07/2021,01:30 PM,5208411,U-14,BURLINGTON TWP SC GALAXY 2008,CHERRY HILL SC UNITED (2008) - BOYS,BURLINGTON TWP - PINEWALD AVE,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5257996,U-10,BURLINGTON TWP KNIGHTHAWKS 2012,EGSA FIRE 2012,BURLINGTON TWP - PINEWALD AVE,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208862,U-10,HAMILTON ELITE FC PREMIER 2012B,DELRAN FC FLASH 2012,HAMILTON ELITE FC - HICKORY,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5209012,U-9,HARRISON SC LIGHTNING 2013,MAINLAND UNITED SA MUSTANGS 2013,HARRISON - William Wilt Soccer Complex,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5223968,U-10,CAPE EXPRESS SC WHITE CAPS 2012,COHANSEY SC REBELS 2012,CAPE EX SOCCER COMPLEX At Ockie Wisting,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5223859,U-13,SWEDESBORO WOOLWICH FORCE 2009,EGSA COMETS 2009,SW-Locke Avenue Park,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5208684,U-8,UPPER TOWNSHIP SA HURRICANES 2014,VOORHEES SA BTEAM 2014,UPPER TWP-Amanda's Field Complex,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208687,U-8,Logan Soccer Club  Logan Charge 2014,MANTUA TOWNSHIP SA 2014,LOGAN - TWP LINE,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207780,U-13,HARRISON SC HAWKS 2009,MOUNT LAUREL UNITED STRIKERS 2009,HARRISON - William Wilt Soccer Complex,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5207778,U-13,PITTSGROVE SC FORCE 2009,NORTHERN BURLINGTON SA BARRAGE,PITTSGROVE-GREEN BRANCH,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5209098,U-9,WOODBURY PINES 2013,PITTSGROVE SC RED DEVILS 2013,WOODBURY,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208892,U-11,PENNSVILLE HAWKS 2011,MEDFORD SC COLUMBIA 2011,PENNSVILLE,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5208047,U-10,BARRINGTON SC REVOLUTION 2012,HADDON TWP GREY HAWKS 2012,BARRINGTON - DERRE,S1,GotSport,Soccer,,
11/07/2021,01:30 PM,5223448,U-14,WEST DEPTFORD SC CHARGERS 2008,HADDONFIELD SC BLACK 2008,W DEPTFORD-WD PARK,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5223447,U-14,PENNS GROVE SC DIABLOS 2008,WASHINGTON TWP SC MINUTEMEN 2008,PG-CP-PED- Carney's Point Rec Center,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5208086,U-13,HADDONFIELD SC RED 2009,EGSA THUNDER 2009,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5258736,U-9,PAL-RIV SC HURRICANES 2013,BORDENTOWN FC UNION 2013,PAL RIV - CHARLES ST SCHOOL,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207797,U-12,VINELAND SA REBELS 2010,BORDENTOWN FC PANTHERS 2010,VINELAND SA,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5223410,U-14,MOORESTOWN SC IMPACT 2008,HARRISON SC STRIKERS 2008,MOORESTOWN - MEMORIAL FIELDS,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5223408,U-14,GATEWAY UNITED SC HURRICANES 2008,HADDON TWP WHITE HAWKS 2008,GATEWAY UTD. - LANGSTON FIELD,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5208044,U-10,VOORHEES SA FORCE 2012,WOODSTOWN THUNDER 2012,VOORHEES-Echelon Complex,,GotSport,Soccer,,
11/07/2021,01:30 PM,5208952,U-9,RANCOCAS VALLEY SC 2013 BOYS - NEW,HAMMONTON HEAT BLUE 2013,Rancocas Valley-LUMBERTON MUNICIPAL,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207839,U-9,MANTUA TOWNSHIP SA WOLVES 2013,CHERRY HILL SC THUNDER 2013,MANTUA TWP,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207528,U-9,MEDFORD SC COLUMBIA 2013,CHERRY HILL SC FORCE 2013,MEDFORD - BENDE PARK,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207977,U-14,PENNSAUKEN YOUTH FURY 2008,VINELAND SA VIKINGS 2008,Pennsauken Community Recreation Facility,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5207529,U-9,MOUNT LAUREL UNITED TIGERS 2013,MARLTON SC CHIEFS BLACK 2013 (PLUM),MLU-TROTTERS,S7.2,GotSport,Soccer,,
11/07/2021,01:30 PM,5224157,U-12,MOORESTOWN SC GOLDEN KNIGHTS 2010,WASHINGTON TOWNSHIP SC RENEGADES 2010,MOORESTOWN - SALEM RD/PRYOR PARK,S1,GotSport,Soccer,,
11/07/2021,01:30 PM,5207837,U-9,PITMAN SA TIGERS 2013,MAINLAND UNITED SA STANGS 2013,PITMAN - Lambs Road,S1,GotSport,Soccer,,
11/07/2021,01:30 PM,5228157,U-9,EGG HARBOR SC EAGLES BLACK 2013,TARKILL KNIGHTS 2013,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208133,U-10,EGSA RANGERS 2012,HADDONFIELD SC WHITE 2012,E GREENWICH - THOMPSON FAMILY PARK,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207952,U-13,VOORHEES SA WOLF PACK 2009,MANTUA TOWNSHIP SA STRIKERS 2009,VOORHEES-EASTERN HS,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5208102,U-8,SWSA THUNDER 2014,MOUNT LAUREL UNITED COBRAS 2014,SW-Locke Avenue Park,S1,GotSport,Soccer,,
11/07/2021,01:30 PM,5208472,U-9,WINSLOW SHARKS 2013,GATEWAY UNITED SHARKS 2013,WINSLOW TWP - PETER VOLPA,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208101,U-8,VOORHEES SA ATEAM 2014,CINNAMINSON SC CHARGERS 2014,VOORHEES-Echelon Complex,,GotSport,Soccer,,
11/07/2021,01:30 PM,5208244,U-11,WATERFORD ATHLETIC ASSN WINGS 2011,MAINLAND UNITED SA STANGZ 2011,WATERFORD-WATERFORD SPORTS COMPLEX,WATERFORD-WATERFORD SPORTS COMPLEX,GotSport,Soccer,,
11/07/2021,01:30 PM,5222936,U-14,MOUNT LAUREL UNITED GUNNERS 2008,PITMAN SA OCELOTS 2008,MLU-TROTTERS,,GotSport,Soccer,,
11/07/2021,01:30 PM,5224081,U-13,COLLINGSWOOD TRAVEL UNION 2009,FRANKLIN TWP STRIKERS 2009,COLLINGSWOOD - KROC CENTER,FS,GotSport,Soccer,,
11/07/2021,01:30 PM,5224083,U-13,TAR-KILL BLUE DEVILS 2009,HADDONFIELD SC BLACK 2009,TARKILL-STERLING HS,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5226590,U-9,CHERRY HILL FC JUNIORS RED 2013,HADDON HEIGHTS SC 2013 YOUNG BOYS,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
11/07/2021,01:30 PM,5222043,U-10,FRANKLIN TWP CRUSADERS 2012,Logan Soccer Club  Logan Fusion 2012,FRANKLIN TWP YOUTH COMPLEX,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5221178,U-10,SOUTH HARRISON STRIKERS 2012,Logan Soccer Club  Logan Force 2012,SOUTH HARRISON - STEWART,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5207934,U-15,MONROE TOWNSHIP YS UNITED 2007 WHITE,FRANKLIN TWP SAVAGES 2007,MONROE TWP - CORKERY LANE,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5207936,U-15,Atlantic United Soccer Club Atlantic Untied Premier Kickers 2009,BORDENTOWN FC RAPTORS 2007,ATLANTIC - TARTAGLIO,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5222042,U-10,MARLTON SC CHIEFS WHITE 2012 (WEIKLE),CLAYTON SA CLIPPERS 2012,MARLTON - MEMORIAL,S9,GotSport,Soccer,,
11/07/2021,01:30 PM,5221177,U-10,CINNAMINSON SC WARRIORS 2012,EGSA VENOM 2012,CINNAMINSON SC - MEMORIAL,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208284,U-9,COHANSEY SC REVOLUTION 2013,VINELAND (VSA) 2013 BLAST,COHANSEY,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208283,U-9,HADDONFIELD SC QUAKES 2013,SENECA UNITED SC TIGERS 2013,HADDONFIELD - CROWS WOODS,S7.2,GotSport,Soccer,,
11/07/2021,01:30 PM,5208345,U-13,UPPER TOWNSHIP SA AVALANCHE 2009,CINNAMINSON SC WILDCATS 2009,UPPER TWP-Amanda's Field Complex,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5226221,U-8,CHERRY HILL SC UNITED BOYS 2014,DEPTFORD PREMIER FUTURES 2014,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
11/07/2021,01:30 PM,5208347,U-13,EGG HARBOR SC EAGLES 2009,MOORESTOWN SC HOTSPURS 2009,EGG HARBOR - BARGAINTOWN,F1,GotSport,Soccer,,
11/07/2021,01:30 PM,5225384,U-11,CAPE EXPRESS SC SURGE 2011,CHERRY HILL FC JUNIORS RED 2011,CAPE EX SOCCER COMPLEX At Ockie Wisting,S9,GotSport,Soccer,,
11/07/2021,01:45 PM,5207807,U-12,CINNAMINSON SC PIRATES 2010,UPPER TOWNSHIP SA RIPTIDE 2010,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
11/07/2021,01:45 PM,5208823,U-8,HADDONFIELD SC REBELS 2014,MEDFORD SC AVENGERS 2014,HADDONFIELD - CROWS WOODS,S7,GotSport,Soccer,,
11/07/2021,01:45 PM,5220568,U-12,MAINLAND UNITED BOYS UNITED 2010,TAR-KILL TITANS 2010,MAINLAND - MEMORIAL PARK,S7,GotSport,Soccer,,
11/07/2021,01:45 PM,5257997,U-10,MAINLAND UNITED SA STANGS 2012,VINELAND SA JERSEY BOYZ 2012,MAINLAND - MEMORIAL PARK,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5208332,U-12,MEDFORD STRIKERS SOUL 2010,FRANKLIN TWP SA WOLFPACK 2010,MEDFORD STRIKERS - ARK ROAD COMPLEX,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5224158,U-12,SENECA UNITED SC SCREAMING EAGLES  2010,MONROE TOWNSHIP YS UNITED 2010,SENECA - STONEY CREEK FIELDS,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5224156,U-12,EGSA BLAZE 2010,HADDON TWP RED HAWKS 2010,E GREENWICH - THOMPSON FAMILY PARK,F1,GotSport,Soccer,,
11/07/2021,02:00 PM,5225479,U-11,WASHINGTON TOWNSHIP SC LIGHTNING 2011,MOORESTOWN SC CHAOS 2011,WASHINGTON TWP-WASH LAKE PARK,S7,GotSport,Soccer,,
11/07/2021,02:00 PM,5208380,U-11,PALMYRA RIVERTON SC WARRIORS (BLACK) 2011,HARRISON SC THUNDER 2011,PAL RIV - CHARLES ST SCHOOL,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5208793,U-8,HADDON HEIGHTS SC 2014 MIGHTY TITANS,RANCOCAS VALLEY SC 2014 BOYS NEW,HADD HGTS - DEVON,S1,GotSport,Soccer,,
11/07/2021,02:00 PM,5208608,U-11,VOORHEES SA FURY 2011,PENNS GROVE SC RAGE 2011,VOORHEES-Echelon Complex,,GotSport,Soccer,,
11/07/2021,02:00 PM,5224707,U-12,MARLTON SC CHIEFS WHITE 2010,SOUTH HARRISON AVENGERS 2010,MARLTON - MEMORIAL,S7,GotSport,Soccer,,
11/07/2021,02:00 PM,5207686,U-11,BURLINGTON TWP SC REBELS 2011,PENNSAUKEN YOUTH WARRIORS 2011,BURLINGTON TWP - PINEWALD AVE,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5209237,U-15,EDGEWATER PARK PHOENIX 2007,MAPLE SHADE SC AVENGERS 2007,EPAA - WEIMANN FIELD,F1,GotSport,Soccer,,
11/07/2021,02:00 PM,5258735,U-9,HIGHLAND YOUTH FURY 2013,ATLANTIC UNTIED PREMIER KICKERS 2013 B,HIGHLAND - GLOUCESTER TWP PARK,S7,GotSport,Soccer,,
11/07/2021,02:00 PM,5207559,U-11,CHERRY HILL SC AMBUSH 2011,DEPTFORD BLAZE 2011,CHSC - UPPER CHAPEL TURF,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5207588,U-12,MILLVILLE VENOM 2010,BURLINGTON TWP RUGRATS 2010,MILLVILLE SOCCER COMPLEX,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5224863,U-12,CHERRY HILL FC JUNIORS BLACK 2010,AUDUBON SOCCER YOUTH UNITED 2010,CHFC - DeCOU,S9- Grass 9v9/D5,GotSport,Soccer,,
11/07/2021,02:00 PM,5207587,U-12,RANCOCAS VALLEY SC UNION 2010,FRANKLIN TWP STORM 2010,Rancocas Valley-LUMBERTON MUNICIPAL,S9,GotSport,Soccer,,
11/07/2021,02:00 PM,5207645,U-8,SENECA UNITED SC THUNDER 2014,GCU U8 2014,SENECA - STONEY CREEK FIELDS,S7,GotSport,Soccer,,
11/07/2021,02:00 PM,5226589,U-9,DEPTFORD SA TORNADOS 2013,CINNAMINSON SC THUNDERBIRDS 2013,DEPTFORD SC,S7,GotSport,Soccer,,
11/07/2021,02:00 PM,5208992,U-9,AUDUBON SOCCER YOUTH WILD WINGS 2013,CHERRY HILL SC MAVERICKS 2013,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
11/07/2021,02:00 PM,5223858,U-13,HADDON TWP WHITE HAWKS 2009,WASHINGTON TWP SC GLADIATORS 2009,HADDON TWP - RECCHINO FIELDS,,GotSport,Soccer,,
11/07/2021,02:30 PM,5224082,U-13,WINSLOW TOWNSHIP YSA VIPERS 2009,MANTUA TOWNSHIP SA COBRAS 2009,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
11/07/2021,02:45 PM,5208005,U-15,DEPTFORD RAGE 2007,TBAA MUSTANGS 2007,DEPTFORD SC,F1,GotSport,Soccer,,
11/07/2021,03:00 PM,5208685,U-8,Logan Soccer Club  Logan Lightning 2014,SWSA LIGHTNING 2014,LOGAN - TWP LINE,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5208745,U-9,MONROE TWP UNITED 2013,FRANKLIN TWP SA ENFORCERS 2013,MONROE TWP - CORKERY LANE,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5209236,U-15,TBAA STING 2008,WINSLOW TOWNSHIP YSA ENFORCERS 2007,TBAA-VALLEY BROOK,F1,GotSport,Soccer,,
11/07/2021,03:00 PM,5208271,U-9,HARRISON WILDCATS 2013,UPPER TOWNSHIP SA ROLLING THUNDER 2013,HARRISON - William Wilt Soccer Complex,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5208769,U-12,PENNSVILLE EAGLES 2010,HARRISON SC STORM 2010,PENNSVILLE,S9,GotSport,Soccer,,
11/07/2021,03:00 PM,5209078,U-11,BORDENTOWN FC JAGUARS 2011,HADDON TWP RED HAWKS 2011,BORDENTOWN - FRIENDSHIP FIELDS,S9,GotSport,Soccer,,
11/07/2021,03:00 PM,5207739,U-8,CINNAMINSON SC AVENGERS 2014,HADDON TWP RED HAWKS 2014,CINNAMINSON SC - MEMORIAL,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5208503,U-10,UPPER TOWNSHIP SA FORCE GREEN 2012,HIGHLAND YOUTH FORCE 2012,UPPER TWP-Amanda's Field Complex,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5258734,U-9,EGSA MAYHEM 2013,HADDON HEIGHTS SC 2013 ATLETICO HEIGHTS,E GREENWICH - THOMPSON FAMILY PARK,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5228155,U-9,CHERRY HILL FC JUNIORS BLACK 2013,EGSA RAIDERS 2013,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
11/07/2021,03:00 PM,5208824,U-8,CHERRY HILL SC FORCE 2014,DELRAN FC U8B,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5208825,U-8,BURLINGTON TWP DYNAMITE 2014,GATEWAY UNITED SC BOYS 2014,BURLINGTON TWP - PINEWALD AVE,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5224706,U-12,MEDFORD SC MAD DOGS WHITE 2010,WEST DEPTFORD SC HORNETS 2010,MEDFORD - BENDE PARK,S9,GotSport,Soccer,,
11/07/2021,03:00 PM,5208744,U-9,SWSA CYCLONES 2013,COLLINGSWOOD COBRAS 2013,SW-Locke Avenue Park,S1,GotSport,Soccer,,
11/07/2021,03:00 PM,5208471,U-9,PITMAN SA TOMCATS 2013,EGSA PANTHERS 2013,PITMAN - Lambs Road,S1,GotSport,Soccer,,
11/07/2021,03:00 PM,5207953,U-13,DEPTFORD AVENGERS 2009,FRANKLIN TWP FORCE 2009,DEPTFORD SC,F2,GotSport,Soccer,,
11/07/2021,03:00 PM,5208792,U-8,HAMILTON ELITE FC PREMIER 2014 BOYS,MOORESTOWN SC AVENGERS 2014,HAMILTON ELITE FC - HICKORY,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5208712,U-15,EGG HARBOR SC EAGLES 2007,CINNAMINSON SC PREDATORS 2007,EGG HARBOR - BARGAINTOWN,F1,GotSport,Soccer,,
11/07/2021,03:00 PM,5207648,U-8,HADDON TWP WHITE HAWKS 2014,PENNSAUKEN YOUTH AVENGERS 2014,HADDON TWP - CRYSTAL LAKE,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5223175,U-14,VOORHEES SA AVATARS 2008,MARLTON SC CHIEFS WHITE 2008,VOORHEES-EASTERN HS,F1,GotSport,Soccer,,
11/07/2021,03:00 PM,5226476,U-9,CAPE EXPRESS SC AVENGERS 2013,EGSA DYNAMO 2013,CAPE EX SOCCER COMPLEX At Ockie Wisting,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5225386,U-11,TAR-KILL RAPTORS 2011,DELRAN FC BLAST 2011,TARKILL-STERLING HS,F2,GotSport,Soccer,,
11/07/2021,03:00 PM,5225385,U-11,PITTSGROVE SC WARRIORS 2012,WINSLOW TOWNSHIP YSA RUSH 2011,PITTSGROVE-GREEN BRANCH,S9,GotSport,Soccer,,
11/07/2021,03:00 PM,5208534,U-10,HADDONFIELD SC RED 2012,MEDFORD SC NAVY 2012,HADDONFIELD - CROWS WOODS,S7.2,GotSport,Soccer,,
11/07/2021,03:00 PM,5207853,U-10,MOUNT LAUREL UNITED HAWKS 2012,VOORHEES SA STRIKERS 2012,MLU-TROTTERS,S7.2,GotSport,Soccer,,
11/07/2021,03:00 PM,5208461,U-9,TBAA REVOLUTION 2013,GCU U9 2013,TBAA-VALLEY BROOK,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5207583,U-12,MANTUA TOWNSHIP SA RAPTORS 2010,EGSA CHARGERS 2010,MANTUA TWP,S9,GotSport,Soccer,,
11/07/2021,03:00 PM,5208282,U-9,MARLTON SC CHIEFS WHITE 2013 (GALLO),WEST DEPTFORD SC WIZARDS 2013,MARLTON - MEMORIAL,S9,GotSport,Soccer,,
11/07/2021,03:00 PM,5223409,U-14,MONROE TOWNSHIP YS MONROE UNITED BLUE 2008,TAR-KILL BLUE DRAGONS 2008,MONROE TWP - CORKERY LANE,F1,GotSport,Soccer,,
11/07/2021,03:00 PM,5209099,U-9,PENNS GROVE WILD 2013,WEST DEPTFORD SC NIGHTHAWKS 2013,PG-CP-PED- Carney's Point Rec Center,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5208006,U-15,BURLINGTON TWP SC STORM 2007,CHERRY HILL SC GALAXY 2007,BURLINGTON TWP - PINEWALD AVE,F1,GotSport,Soccer,,
11/07/2021,03:00 PM,5207857,U-10,EGG HARBOR SC EAGLES WHITE 2012,CHERRY HILL SC BLUE ARMY 2012,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5224865,U-12,MOORESTOWN SC UNITED 2010,GATEWAY UNITED JAGUARS 2010,MOORESTOWN - SALEM RD/PRYOR PARK,S1,GotSport,Soccer,,
11/07/2021,03:00 PM,5208953,U-9,MOORESTOWN SC RAPTORS 2013,HADDONFIELD SC REBELS 2013,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5222937,U-14,PENNSAUKEN YOUTH WOLF PACK 2008,MEDFORD SC WHITE 2008,Pennsauken Community Recreation Facility,F1,GotSport,Soccer,,
11/07/2021,03:00 PM,5226222,U-8,MEDFORD SC FORCE 2014,WASHINGTON TWP SC RED 2014,MEDFORD - BENDE PARK,S7,GotSport,Soccer,,
11/07/2021,03:00 PM,5208991,U-9,PITTSGROVE DRAGONS 2013,WASHINGTON TOWNSHIP SC GUNNERS 2013,PITTSGROVE-GREEN BRANCH,S7,GotSport,Soccer,,
