Date,Time,Custom Game ID,Level,Home Team,Away Team,Site,Subsite,Partner,Sport,Game ID,BillTo
09/26/2021,02:00 PM,5209105,U-9,PITTSGROVE SC RED DEVILS 2013,BORDENTOWN FC VENOM 2013,PITTSGROVE-GREEN BRANCH,S7,GotSport,Soccer,,
09/26/2021,02:00 PM,5209021,U-9,HARRISON SC LIGHTNING 2013,MOORESTOWN SC GOLDEN EAGLES 2013,HARRISON - William Wilt Soccer Complex,S7,GotSport,Soccer,,
09/26/2021,02:00 PM,5258721,U-9,PAL-RIV SC HURRICANES 2013,HIGHLAND YOUTH FURY 2013,PAL RIV - CHARLES ST SCHOOL,S7,GotSport,Soccer,,
09/26/2021,02:00 PM,5222024,U-10,AUDUBON SOCCER YOUTH TBD 2013,FRANKLIN TWP CRUSADERS 2012,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
09/26/2021,02:00 PM,5208335,U-12,HADDONFIELD SC RED 2010,FRANKLIN TWP SA WOLFPACK 2010,HADDONFIELD - CROWS WOODS,S9,GotSport,Soccer,,
09/26/2021,02:00 PM,5258719,U-9,EGSA MAYHEM 2013,BORDENTOWN FC UNION 2013,E GREENWICH - THOMPSON FAMILY PARK,S7.2,GotSport,Soccer,,
09/26/2021,02:00 PM,5223395,U-14,MOORESTOWN SC IMPACT 2008,MONROE TOWNSHIP YS MONROE UNITED BLUE 2008,MOORESTOWN - MEMORIAL FIELDS,F1,GotSport,Soccer,,
09/26/2021,02:00 PM,5258720,U-9,ATLANTIC UNTIED PREMIER KICKERS 2013 B,HADDON HEIGHTS SC 2013 ATLETICO HEIGHTS,ATLANTIC - TARTAGLIO,S7,GotSport,Soccer,,
09/26/2021,02:00 PM,5208909,U-15,WINSLOW TOWNSHIP YSA PANTHERS 2007,NORTHERN BURLINGTON SA BLUE LEGENDS 2007,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
09/26/2021,02:00 PM,5224143,U-12,SENECA UNITED SC SCREAMING EAGLES  2010,MOORESTOWN SC GOLDEN KNIGHTS 2010,SENECA - STONEY CREEK FIELDS,S9,GotSport,Soccer,,
09/26/2021,02:00 PM,5207875,U-10,CHERRY HILL SC BLUE ARMY 2012,MOORESTOWN SC BLACK DRAGONS 2012,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
09/26/2021,02:00 PM,5207722,U-10,MARLTON CHIEFS ORANGE 2012,TARKILL LIVERPOOL 2012,MARLTON - MEMORIAL,S9,GotSport,Soccer,,
09/26/2021,02:00 PM,5209052,U-11,GATEWAY UNITED WILDCATS 2011,PITMAN SA PUMAS 2011,GATEWAY UTD. - LANGSTON FIELD,S9,GotSport,Soccer,,
09/26/2021,02:00 PM,5224849,U-12,CHERRY HILL FC JUNIORS BLACK 2010,WOODSTOWN WARRIORS 2010,CHFC - DeCOU,S9- Grass 9v9/D5,GotSport,Soccer,,
09/26/2021,02:00 PM,5208573,U-15,HIGHLAND YOUTH SC SEIGE 2007,WOODSTOWN WOLVERINES 2007,HIGHLAND - GLOUCESTER TWP PARK,F1,GotSport,Soccer,,
09/26/2021,02:00 PM,5221162,U-10,CINNAMINSON SC WARRIORS 2012,GATEWAY UNITED STING RAYS 2012,CINNAMINSON SC - MEMORIAL,S7.2,GotSport,Soccer,,
09/26/2021,02:00 PM,5207624,U-12,BURLINGTON TWP SC CELTIC 2010,HADDON HEIGHTS SC HOOLIGANS 2010,BURLINGTON TWP - PINEWALD AVE,S9,GotSport,Soccer,,
09/26/2021,02:30 PM,5222025,U-10,CLAYTON SA CLIPPERS 2012,PITMAN SA JAGUARS 2012,CLAYTON - BENTZ,,GotSport,Soccer,,
09/26/2021,02:45 PM,5207963,U-13,DEPTFORD AVENGERS 2009,MANTUA TOWNSHIP SA STRIKERS 2009,DEPTFORD SC,F1,GotSport,Soccer,,
09/26/2021,02:45 PM,5223059,U-13,MARLTON SC CHIEFS ORANGE 2009,BURLINGTON TWP SC KICKERS 2009,MARLTON - MEMORIAL,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5226462,U-9,EGSA DYNAMO 2013,SWEDESBORO-WOOLWICH SA SWSA ROVERS 2013,E GREENWICH - THOMPSON FAMILY PARK,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5208339,U-13,EGG HARBOR SC EAGLES 2009,HADDON HEIGHTS SC GARNETS 2009,EGG HARBOR - BARGAINTOWN,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5209051,U-11,HAMMONTON YOUTH HEAT 2011,WOODSTOWN FURY 2011,HAMMONTON ECEC Fields,S9,GotSport,Soccer,,
09/26/2021,03:00 PM,5208465,U-9,GATEWAY UNITED SHARKS 2013,TBAA REVOLUTION 2013,GATEWAY UTD. - WOODBURY HGTS-HELEN AVE,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5208750,U-9,SWSA CYCLONES 2013,MONROE TWP UNITED 2013,SW-Locke Avenue Park,S1,GotSport,Soccer,,
09/26/2021,03:00 PM,5207595,U-12,EGSA CHARGERS 2010,FRANKLIN TWP STORM 2010,E GREENWICH - THOMPSON FAMILY PARK,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5208599,U-11,VOORHEES SA FURY 2011,TBAA DYNAMO 2011,VOORHEES-Echelon Complex,,GotSport,Soccer,,
09/26/2021,03:00 PM,5208379,U-11,PALMYRA RIVERTON SC WARRIORS (BLACK) 2011,RANCOCAS VALLEY SC RED DEVILS 2011,PAL RIV - CHARLES ST SCHOOL,S9,GotSport,Soccer,,
09/26/2021,03:00 PM,5208667,U-8,Logan Soccer Club  Logan Lightning 2014,UPPER TOWNSHIP SA HURRICANES 2014,LOGAN - TWP LINE,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5228136,U-9,EGG HARBOR SC EAGLES BLACK 2013,WASHINGTON TOWNSHIP SC DAREDEVILS 2013,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5208053,U-10,TARKILL 2012 BARCELONA,SOUTH HARRISON SC GUNNERS 2012,TARKILL-STERLING HS,S1,GotSport,Soccer,,
09/26/2021,03:00 PM,5208782,U-12,HAMILTON ELITE FC PREMIER 2010B,WASHINGTON TOWNSHIP SC REVOLUTION 2010,HAMILTON ELITE FC - HICKORY,S9,GotSport,Soccer,,
09/26/2021,03:00 PM,5209279,U-17,TBAA RAMPAGE 2005,TBAA COSMOS 2005,TBAA-VALLEY BROOK,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5208300,U-9,VINELAND (VSA) 2013 BLAST,HARRISON WILDCATS 2013,VINELAND SA,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5223430,U-14,WASHINGTON TWP SC MINUTEMEN 2008,WEST DEPTFORD SC CHARGERS 2008,WASHINGTON TWP-WASH LAKE PARK,F3,GotSport,Soccer,,
09/26/2021,03:00 PM,5223428,U-14,HADDONFIELD SC BLACK 2008,HADDON HEIGHTS SC GUNNERS 2008,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5208021,U-15,BURLINGTON TWP SC STORM 2007,COLLINGSWOOD TRAVEL VOLTAGE  2007,BURLINGTON TWP - PINEWALD AVE,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5225966,U-10,WEST DEPTFORD SC UNION 2012,EGG HARBOR SC EAGLES BLACK 2012,W DEPTFORD-WD PARK,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5208519,U-10,HADDONFIELD SC RED 2012,RANCOCAS VALLEY SC AVENGERS 2012,HADDONFIELD - CROWS WOODS,S7.2,GotSport,Soccer,,
09/26/2021,03:00 PM,5228134,U-9,CHERRY HILL FC JUNIORS BLACK 2013,TARKILL KNIGHTS 2013,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
09/26/2021,03:00 PM,5208905,U-11,COHANSEY SC BLUES 2011,MEDFORD SC COLUMBIA 2011,COHANSEY,S9,GotSport,Soccer,,
09/26/2021,03:00 PM,5223160,U-14,VOORHEES SA AVATARS 2008,SWEEDESBORO-WOOLWICH SCORPIONS 2008,VOORHEES-EASTERN HS,F1,GotSport,Soccer,,
09/26/2021,03:00 PM,5208055,U-10,HADDON TWP GREY HAWKS 2012,BARRINGTON SC REVOLUTION 2012,HADDON TWP - CRYSTAL LAKE,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5207840,U-9,PENNSAUKEN YOUTH REBELS,PITMAN SA TIGERS 2013,Pennsauken Community Recreation Facility,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5208336,U-12,CINNAMINSON SC KNIGHTS 2010,MEDFORD STRIKERS SOUL 2010,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
09/26/2021,03:00 PM,5208845,U-8,CHERRY HILL SC FORCE 2014,MEDFORD SC AVENGERS 2014,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5208846,U-8,BURLINGTON TWP DYNAMITE 2014,DELRAN FC U8B,BURLINGTON TWP - PINEWALD AVE,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5208474,U-9,WINSLOW SHARKS 2013,PITMAN SA TOMCATS 2013,WINSLOW TWP - PETER VOLPA,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5208797,U-8,MOORESTOWN SC AVENGERS 2014,CHERRY HILL FC JUNIORS RED 2014,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5207581,U-12,MILLVILLE VENOM 2010,RANCOCAS VALLEY SC UNION 2010,MILLVILLE SOCCER COMPLEX,S9,GotSport,Soccer,,
09/26/2021,03:00 PM,5209106,U-9,PENNS GROVE WILD 2013,HADDON TWP WHITE HAWKS 2013,PG-CP-PED- Carney's Point Rec Center,S7,GotSport,Soccer,,
09/26/2021,03:00 PM,5207841,U-9,MAINLAND UNITED SA STANGS 2013,MANTUA TOWNSHIP SA WOLVES 2013,MAINLAND - MEMORIAL PARK,S9,GotSport,Soccer,,
09/26/2021,03:00 PM,5208459,U-9,GCU U9 2013,EGSA PANTHERS 2013,GCU - NEHAUNSEY MS,S7,GotSport,Soccer,,
09/26/2021,03:30 PM,5208889,U-11,SENECA UNITED SC WARRIORS 2011,NORTHERN BURLINGTON SA HOOLIGANS 2011,SENECA - STONEY CREEK FIELDS,S9,GotSport,Soccer,,
09/26/2021,03:30 PM,5224850,U-12,MOORESTOWN SC UNITED 2010,Logan Soccer Club  Logan Fury 2010,MOORESTOWN - SALEM RD/PRYOR PARK,S1,GotSport,Soccer,,
09/26/2021,03:30 PM,5207855,U-10,VOORHEES SA STRIKERS 2012,CINNAMINSON SC CHARGE 2012,VOORHEES-Echelon Complex,,GotSport,Soccer,,
09/26/2021,03:30 PM,5209157,U-12,EDGEWATER PARK ATHLETIC WIZARDS 2010,BERLIN BRAWLERS 2010,EPAA - WEIMANN FIELD,S9,GotSport,Soccer,,
09/26/2021,03:30 PM,5208054,U-10,OAKLYN SC PATRIOTS 2012,SENECA UNITED SC PRIDE 2012,OAKLYN - Oaklyn Public School,OAKLYN PUBLIC SCHOOL,GotSport,Soccer,,
09/26/2021,03:30 PM,5209122,U-13,CINNAMINSON SC PIRATES 2009,WOODSTOWN ANGRY PIGS 2009,CINNAMINSON SC - MEMORIAL,F1,GotSport,Soccer,,
09/26/2021,03:30 PM,5228135,U-9,EGSA RAIDERS 2013,MILLVILLE SA REBELS 2013,E GREENWICH - THOMPSON FAMILY PARK,S7.2,GotSport,Soccer,,
09/26/2021,03:30 PM,5226215,U-8,CHERRY HILL SC UNITED BOYS 2014,MEDFORD SC FORCE 2014,CHSC - UPPER CHAPEL TURF,S7,GotSport,Soccer,,
09/26/2021,03:30 PM,5208162,U-12,HADDONFIELD SC BLACK 2010,PITMAN SA COUGARS 2010,HADDONFIELD - CROWS WOODS,S9,GotSport,Soccer,,
09/26/2021,03:30 PM,5207676,U-11,BURLINGTON TWP SC REBELS 2011,MARLTON SC CHIEFS ORANGE 2011,BURLINGTON TWP - PINEWALD AVE,S9,GotSport,Soccer,,
09/26/2021,03:30 PM,5225369,U-11,CAPE EXPRESS SC SURGE 2011,DELRAN FC BLAST 2011,CAPE EX SOCCER COMPLEX At Ockie Wisting,S9,GotSport,Soccer,,
09/26/2021,03:30 PM,5223159,U-14,Logan Soccer Club  Logan Dragons 2008,WINSLOW TOWNSHIP YSA CYCLONES 2008,LOGAN - TWP LINE,F1,GotSport,Soccer,,
09/26/2021,03:30 PM,5207523,U-9,MEDFORD SC COLUMBIA 2013,VOORHEES SA B 2013,MEDFORD - BENDE PARK,S7,GotSport,Soccer,,
09/26/2021,03:30 PM,5223061,U-13,SENECA UNITED SC EAGLES 2009,MILLVILLE RAPTORS 2009,SENECA - STONEY CREEK FIELDS,F1,GotSport,Soccer,,
09/26/2021,03:30 PM,5225370,U-11,CHERRY HILL FC JUNIORS RED 2011,WINSLOW TOWNSHIP YSA RUSH 2011,CHFC - DeCOU,S9- Grass 9v9/D5,GotSport,Soccer,,
09/26/2021,03:30 PM,5208652,U-16,WINSLOW TOWNSHIP YSA WOLVES 2006,PENNS GROVE SC STORM 2006,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
09/26/2021,03:30 PM,5222485,U-14,HIGHLAND YOUTH GALAXY 2008,CINNAMINSON SC RAPTORS 2008,HIGHLAND - GLOUCESTER TWP PARK,F1,GotSport,Soccer,,
09/26/2021,03:30 PM,5207538,U-9,MARLTON SC CHIEFS BLACK 2013 (PLUM),CHERRY HILL SC FORCE 2013,MARLTON - MEMORIAL,S9,GotSport,Soccer,,
09/26/2021,03:30 PM,5208728,U-9,AUDUBON SOCCER YOUTH ARSENAL 2010,FRANKLIN TWP SA ENFORCERS 2013,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
09/26/2021,03:30 PM,5207754,U-8,CINNAMINSON SC AVENGERS 2014,MONROE TWP UNITED 2014,CINNAMINSON SC - MEMORIAL,S7,GotSport,Soccer,,
09/26/2021,03:30 PM,5208098,U-8,MOUNT LAUREL UNITED COBRAS 2014,NORTHERN BURLINGTON SA BLUE DEVILS,MLU-TROTTERS,S7.2,GotSport,Soccer,,
09/26/2021,03:30 PM,5208181,U-11,BERLIN SC BALL BREAKERS 2011,MONROE TOWNSHIP YS UNITED 2011 WHITE,BERLIN SC - FRANKLIN FIELDS,S9,GotSport,Soccer,,
09/26/2021,03:30 PM,5226571,U-9,DELRAN FC UNITED,VOORHEES SA PREDATORS 2013,DELRAN - VERMES,S7,GotSport,Soccer,,
09/26/2021,03:30 PM,5207752,U-8,PITTSGROVE SC PHANTOMS 2014,WEST DEPTFORD SC EAGLES 2014,PITTSGROVE-GREEN BRANCH,S7,GotSport,Soccer,,
09/26/2021,03:30 PM,5223394,U-14,HADDON TWP WHITE HAWKS 2008,TAR-KILL BLUE DRAGONS 2008,HADDON TWP - RECCHINO FIELDS,,GotSport,Soccer,,
09/26/2021,03:30 PM,5208052,U-10,WOODSTOWN THUNDER 2012,VOORHEES SA FORCE 2012,WOODSTOWN,S7,GotSport,Soccer,,
10/03/2021,11:00 AM,5207798,U-12,CINNAMINSON SC PIRATES 2010,BORDENTOWN FC PANTHERS 2010,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
10/03/2021,11:00 AM,5208733,U-9,FRANKLIN TWP SA ENFORCERS 2013,MONROE TWP UNITED 2013,FRANKLIN TWP YOUTH COMPLEX,S7,GotSport,Soccer,,
10/03/2021,11:00 AM,5209307,U-19,EGSA WOLVES 2004,WINSLOW TOWNSHIP YSA WARRIORS 2003,E GREENWICH - THOMPSON FAMILY PARK,F2,GotSport,Soccer,,
10/03/2021,11:00 AM,5209308,U-19,PENNSAUKEN YOUTH VIPERS 2004,HAMMONTON HEAT 2004,Pennsauken Community Recreation Facility,F1,GotSport,Soccer,,
10/03/2021,11:00 AM,5208247,U-11,MEDFORD SC RENEGADES 2011,WATERFORD ATHLETIC ASSN WINGS 2011,MEDFORD - BENDE PARK,S9,GotSport,Soccer,,
10/03/2021,11:00 AM,5209309,U-19,MARLTON SC CHIEFS WHITE 2004,EDGEWATER PARK ATHLETIC UNITED 2004,MARLTON - MEMORIAL,F1,GotSport,Soccer,,
10/03/2021,11:00 AM,5209276,U-17,WASHINGTON TWP SC ARSENAL 2005,TBAA COSMOS 2005,WASHINGTON TWP-WASH LAKE PARK,F3,GotSport,Soccer,,
10/03/2021,11:00 AM,5209277,U-17,PENNS GROVE SC WILDCATS 2005,TBAA RAMPAGE 2005,PG-CP-PED- Carney's Point Rec Center,F1,GotSport,Soccer,,
10/03/2021,11:00 AM,5209278,U-17,MEDFORD SC ARSENAL 2005,DEPTFORD SCORPIONS 2005,MEDFORD - BENDE PARK,F1,GotSport,Soccer,,
10/03/2021,11:00 AM,5224693,U-12,HAMMONTON YOUTH HEAT 2010,DEPTFORD DEMONS 2010,HAMMONTON ECEC Fields,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5224145,U-12,MONROE TOWNSHIP YS UNITED 2010,SENECA UNITED SC SCREAMING EAGLES  2010,MONROE TWP - CORKERY LANE,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5224694,U-12,SOUTH HARRISON AVENGERS 2010,MARLTON SC CHIEFS WHITE 2010,SOUTH HARRISON - STEWART,,GotSport,Soccer,,
10/03/2021,12:00 PM,5208951,U-9,HADDONFIELD SC REBELS 2013,MOORESTOWN SC RAPTORS 2013,HADDONFIELD - CROWS WOODS,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5224851,U-12,AUDUBON SOCCER YOUTH UNITED 2010,CHERRY HILL FC JUNIORS BLACK 2010,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207724,U-10,CHERRY HILL FC JUNIORS RED 2012,BURLINGTON TWP SC DRAGONS 2012,CHFC - DeCOU,S7 - Grass 7v7/D6,GotSport,Soccer,,
10/03/2021,12:00 PM,5226210,U-8,MARLTON SC CHIEFS ORANGE 2014 (REED),MOUNT LAUREL UNITED LIGHTNING 2014,MARLTON - MEMORIAL,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5224852,U-12,GATEWAY UNITED JAGUARS 2010,MOORESTOWN SC UNITED 2010,GATEWAY UTD. - LANGSTON FIELD,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5207704,U-10,TARKILL LIVERPOOL 2012,VINELAND SA FURY 2012,TARKILL-STERLING HS,S1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208920,U-15,NORTHERN BURLINGTON SA BLUE LEGENDS 2007,EGSA HORNETS 2007,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208919,U-15,PALMYRA RIVERTON SC FLASH 2007,WASHINGTON TOWNSHIP SC SPARTANS 2007,PAL-RIV - LEGION FIELD,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5222923,U-14,HARRISON SC SHARKS 2008,COLLINGSWOOD TRAVEL COYOTES 2008,HARRISON - William Wilt Soccer Complex,F2,GotSport,Soccer,,
10/03/2021,12:00 PM,5209002,U-9,MOORESTOWN SC GOLDEN EAGLES 2013,TBAA UNION 2013,MOORESTOWN - MEMORIAL FIELDS,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5209001,U-9,VINELAND SA UNITED 2013,PALMYRA RIVERTON SC YOUNGBLOODS 2013,VINELAND SA,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5222489,U-14,WASHINGTON TOWNSHIP SC BULLDOGS 2008,HIGHLAND YOUTH GALAXY 2008,WASHINGTON TWP-WASH LAKE PARK,F2,GotSport,Soccer,,
10/03/2021,12:00 PM,5222490,U-14,WEST DEPTFORD VIPERS 2008,RUNNEMEDE YAA RAPTORS 2008,W DEPTFORD-WD PARK,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5222488,U-14,EGG HARBOR SC EAGLES 2008,CINNAMINSON SC RAPTORS 2008,EGG HARBOR - BARGAINTOWN,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208297,U-9,UPPER TOWNSHIP SA ROLLING THUNDER 2013,MARLTON SC CHIEFS WHITE 2013 (GALLO),UPPER TWP-Amanda's Field Complex,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5209070,U-11,HADDON TWP RED HAWKS 2011,BORDENTOWN FC JAGUARS 2011,HADDON TWP - W COLLINGSWOOD HEIGHTS,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5209066,U-11,HADDONFIELD SC BLACK 2011,TBAA TITANS 2011,HADDONFIELD - CROWS WOODS,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5226578,U-9,VOORHEES SA PREDATORS 2013,DEPTFORD SA TORNADOS 2013,VOORHEES-Echelon Complex,,GotSport,Soccer,,
10/03/2021,12:00 PM,5208073,U-13,PITMAN SA LIONS 2009,CHERRY HILL SC FORCE 2009,PITMAN - ALCYON LAKE,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5209110,U-9,WEST DEPTFORD SC NIGHTHAWKS 2013,PENNS GROVE WILD 2013,W DEPTFORD-WD PARK,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5221167,U-10,Logan Soccer Club  Logan Force 2012,SOUTH HARRISON STRIKERS 2012,LOGAN - TWP LINE,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5207824,U-9,PENNSAUKEN YOUTH REBELS,MEDFORD SC BLUE DEVILS 2013,Pennsauken Community Recreation Facility,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5226580,U-9,HADDONFIELD SC FIRE 2013,CINNAMINSON SC THUNDERBIRDS 2013,HADDONFIELD - CROWS WOODS,S7.2,GotSport,Soccer,,
10/03/2021,12:00 PM,5207609,U-12,EGSA CHARGERS 2010,MANTUA TOWNSHIP SA RAPTORS 2010,E GREENWICH - THOMPSON FAMILY PARK,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207871,U-10,WASHINGTON UNITED SC 2012,MOORESTOWN SC BLACK DRAGONS 2012,WASHINGTON TWP- H.S.,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5221166,U-10,GATEWAY UNITED STING RAYS 2012,MOORESTOWN SC EXPLOSION 2012,GATEWAY UTD. - WOODBURY HGTS-HELEN AVE,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5221165,U-10,EGSA VENOM 2012,CINNAMINSON SC WARRIORS 2012,E GREENWICH - THOMPSON FAMILY PARK,S7.2,GotSport,Soccer,,
10/03/2021,12:00 PM,5209171,U-12,WOODSTOWN WOLVERINES 2010,HIGHLAND YOUTH RAPTORS 2010,WOODSTOWN,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5226209,U-8,DEPTFORD PREMIER FUTURES 2014,CHERRY HILL SC UNITED BOYS 2014,DEPTFORD SC,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5209247,U-15,WINSLOW TOWNSHIP YSA ENFORCERS 2007,TBAA STING 2008,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5209248,U-15,RANCOCAS VALLEY SC 2007 BOYS 8TH GRADE,VOORHEES SA BLACK CATS 2007,Rancocas Vallley-HAINESPORT MUNICIPAL PARK,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5209249,U-15,MAPLE SHADE SC AVENGERS 2007,EDGEWATER PARK PHOENIX 2007,MAPLE SHADE - TURF FIELD,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208357,U-13,CINNAMINSON SC WILDCATS 2009,UPPER TOWNSHIP SA AVALANCHE 2009,CINNAMINSON SC - MEMORIAL,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208514,U-10,HARRISON SC THUNDERBOLTS 2012,MAINLAND UNITED SA MUSTANGS 2012,HARRISON - William Wilt Soccer Complex,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5209221,U-16,TBAA OUTLAWS 2006,DEPTFORD RAPTORS 2006,TBAA-VALLEY BROOK,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208154,U-12,PITMAN SA COUGARS 2010,NORTHERN BURLINGTON SA BLAST 2010,PITMAN - ALCYON LAKE,S9,GotSport,Soccer,,
10/03/2021,12:00 PM,5207909,U-13,CAPE EXPRESS SC THUNDER 2009,BERLIN KNIGHTS 2009,CAPE EX SOCCER COMPLEX At Ockie Wisting,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207908,U-13,Logan Soccer Club  Logan Rebels 2009,MEDFORD SC LIGHTNING 2009,LOGAN - TWP LINE,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207901,U-13,VOORHEES SA AMBUSH 2009,MARLTON SC CHIEFS WHITE 2009,VOORHEES-EASTERN HS,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208490,U-10,HIGHLAND YOUTH FORCE 2012,UPPER TOWNSHIP SA FORCE GREEN 2012,HIGHLAND - GLOUCESTER TWP PARK,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208545,U-10,RANCOCAS VALLEY SC AVENGERS 2012,EGSA WARRIORS 2012,Rancocas Valley-LUMBERTON MUNICIPAL,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5223398,U-14,TAR-KILL BLUE DRAGONS 2008,MONROE TOWNSHIP YS MONROE UNITED BLUE 2008,TARKILL-STERLING HS,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208419,U-14,CLAYTON SA CLIPPERS 2008,PALMYRA RIVERTON SC PHOENIX 2008,CLAYTON - BENTZ,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5258000,U-10,EGSA FIRE 2012,VINELAND SA JERSEY BOYZ 2012,E GREENWICH - THOMPSON FAMILY PARK,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208401,U-14,DEPTFORD DRAGONS 2008,SENECA UNITED SC COYOTES 2008,DEPTFORD SC,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208571,U-15,HIGHLAND YOUTH SC SEIGE 2007,HADDONFIELD SC RED 2007,HIGHLAND - GLOUCESTER TWP PARK,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208570,U-15,PENNSVILLE POWER 2007,TAR-KILL KNIGHTS 2007,PENNSVILLE,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208779,U-12,WASHINGTON TOWNSHIP SC REVOLUTION 2010,PENNSAUKEN YOUTH CYCLONES 2010,WASHINGTON TWP-WASH LAKE PARK,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208555,U-15,WOODSTOWN WOLVERINES 2007,PITMAN SA WILDCATS 2007,WOODSTOWN,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5208448,U-14,CHERRY HILL FC RAGE 2008,BURLINGTON TWP SC BLAZERS 2008,CHFC - DeCOU,S9- Grass 9v9/D5,GotSport,Soccer,,
10/03/2021,12:00 PM,5223434,U-14,HADDON HEIGHTS SC GUNNERS 2008,GCU U14 2008,HADD HGTS - DEVON,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5225969,U-10,MANTUA TOWNSHIP SA FURY 2012,WASHINGTON TOWNSHIP SC REBELS 2012,MANTUA TWP,S7,GotSport,Soccer,,
10/03/2021,12:00 PM,5208447,U-14,HADDONFIELD SC RED 2008,MOORESTOWN SC RAPIDS 2008,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
10/03/2021,12:00 PM,5207918,U-15,BORDENTOWN FC RAPTORS 2007,Atlantic United Soccer Club Atlantic Untied Premier Kickers 2009,BORDENTOWN - FRIENDSHIP FIELDS,F1,GotSport,Soccer,,
