Date,Time,Game ID,Custom Game ID,Partner,Sport,Level,Home Team,Away Team,Site,Subsite,BillTo
03/05/2023,11:00,9821210,,GotSport,Soccer,U-19,DEPTFORD SADEPTFORD SCORPIONS 2005,PENNS GROVE SC STORM 2006,DEPTFORD SC,,
03/05/2023,11:00,9692496,,GotSport,Soccer,U-19,MEDFORD SC ARSENAL 2005,TBAA COSMOS 2005,MEDFORD - BENDE PARK,F1,
03/05/2023,11:00,9692141,,GotSport,Soccer,U-13,NORTHERN BURLINGTON SA BLAST 2010,HAMMONTON YSAHAMMONTON HEAT 2010,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,F1,
03/05/2023,11:00,9821211,,GotSport,Soccer,U-19,HIGHLAND YOUTH SOCCER CLUBTHRASHERS 2006,CHERRY HILL FC2006 RAPTORS,HIGHLAND - GLOUCESTER TWP PARK,,
03/05/2023,11:00,9691489,,GotSport,Soccer,U-8,MARLTON SOCCER CLUBMARLTON SC CHIEFS ORANGE 2015,DEPTFORD SADEPTFORD PREMIER FC 2015 FUSION,MARLTON - MEMORIAL,,
03/05/2023,11:00,9691168,,GotSport,Soccer,U-12,HARRISON SCHARRISON TIGERS 2011,WASHINGTON TWP SOCCER CLUBLIGHTNING 2011,HARRISON - William Wilt Soccer Complex,S9,
03/05/2023,11:00,9692483,,GotSport,Soccer,U-19,WINSLOW TOWNSHIP YSAWINSLOW GOBLINS 2004,BORDENTOWN FC 2005,WINSLOW TWP - PETER VOLPA,F1,
03/05/2023,11:00,9722082,,GotSport,Soccer,U-10,DELRAN FC SOCCERDELRAN FC UNITED 2013,HADDONFIELD SCRED 2013,,,
03/05/2023,12:00,9691859,,GotSport,Soccer,U-15,HADDONFIELD SCRED 2008,HIGHLAND YOUTH SOCCER CLUBFUSION 2008,HADDONFIELD - CROWS WOODS,F1,
03/05/2023,12:00,9691960,,GotSport,Soccer,U-13,PENNSVILLE SOCCER ASSOCIATIONEAGLES 2010,FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATIONSTORM 2010,PENNSVILLE,F1,
03/05/2023,12:00,9690866,,GotSport,Soccer,U-14,SWEDESBORO WOOLWICH SOCCER ASSOC.SWSA FORCE 2009,DEPTFORD SADEPTFORD REBELS 2009,SW-Locke Avenue Park,F1,
03/05/2023,12:00,9690350,,GotSport,Soccer,U-13,AUDUBON SOCCER YOUTH ASSOCIATIONAUDUBON SOCCER YOUTH UNITED 2010,CINNAMINSON SC PIRATES 2010,,,
03/05/2023,12:00,9711721,,GotSport,Soccer,U-9,MANTUA TOWNSHIP SA OUTLAWS 2014,COLLINGSWOOD TRAVEL SOCCER CLUBOUTLAWS 2014,MANTUA TWP,,
03/05/2023,12:00,9691102,,GotSport,Soccer,U-10,MARLTON SOCCER CLUBMARLTON SC CHIEFS SILVER 2013,HADDON HEIGHTS SC 2013 BEAST BOYS,MARLTON - MEMORIAL,,
03/05/2023,12:00,9690899,,GotSport,Soccer,U-14,VOORHEES SAAMBUSH 2009,PENNS GROVE SC HEAT 2009,VOORHEES-EASTERN HS,,
03/05/2023,12:00,9692210,,GotSport,Soccer,U-12,HADDONFIELD SCBLACK 2011,WINSLOW TOWNSHIP YSAWINSLOW WILDCATS 2011,HADDONFIELD - CROWS WOODS,S9,
03/05/2023,12:00,9690435,,GotSport,Soccer,U-8,BURLINGTON TOWNSHIP SOCCERTHUNDER2015,PENNSAUKEN YOUTH SOCCER CLUBLIONS 2015,,,
03/05/2023,12:00,9691873,,GotSport,Soccer,U-14,PITMAN SA LIONS 2009,WASHINGTON TWP SOCCER CLUBGLADIATORS 2009,PITMAN - ALCYON LAKE,F1,
03/05/2023,12:00,9692426,,GotSport,Soccer,U-13,BERLIN SOCCER CLUBBRAWLERS 2010,CAPE EXPRESSCE 2010 BLUE CRUSH,BERLIN SC - FRANKLIN FIELDS,F1,
03/05/2023,12:00,9691992,,GotSport,Soccer,U-15,MONROE TOWNSHIP YSUNITED BLUE 2008,WASHINGTON TWP SOCCER CLUBMINUTEMEN 2008,MONROE TWP - CORKERY LANE,,
03/05/2023,12:00,9691301,,GotSport,Soccer,U-11,AUDUBON SOCCER YOUTH ASSOCIATIONAUDUBON 2012 BOYS,DEPTFORD SADEPTFORD THUNDER 2012,AUDUBON - GREEN WAVE PARK,S1,
03/05/2023,12:00,9692246,,GotSport,Soccer,U-13,WASHINGTON TWP SOCCER CLUBREVOLUTION 2010,MAINLAND UNITED SA MUSTANGS 2011 B,WASHINGTON TWP-WASH LAKE PARK,F3,
03/05/2023,12:00,9691860,,GotSport,Soccer,U-15,BURLINGTON TOWNSHIP SOCCERBULLS 2008,MOUNT LAUREL UNITED (MLU)OUNT LAUREL UNITED (MLU) PANTHERS 2008,,,
03/05/2023,12:00,9691962,,GotSport,Soccer,U-13,GATEWAY UNITED SOCCER CLUBJAGUARS 2010,EAST GREENWICH SAEGSA CHARGERS 2010,GATEWAY UTD. - WESTVILLE,,
03/05/2023,12:00,9692495,,GotSport,Soccer,U-19,EAST GREENWICH SAEGSA WOLVES 2004,MARLTON SOCCER CLUBMARLTON SC CHIEFS WHITE 2004,E GREENWICH - THOMPSON FAMILY PARK,F2,
03/05/2023,12:00,9690734,,GotSport,Soccer,U-8,HADDONFIELD SCREBELS 2015,CHERRY HILL FC2015 JUNIOR RED,HADDONFIELD - CROWS WOODS,S7,
03/05/2023,12:00,9691513,,GotSport,Soccer,U-11,CHERRY HILL SC ROYALS 2012,TBAA JAGUARS 2012,CHSC - UPPER CHAPEL TURF,S9,
03/05/2023,12:00,9690521,,GotSport,Soccer,U-12,EAST GREENWICH SAEGSA FURY 2011,WEST DEPTFORD SCWOLFPACK 2011,E GREENWICH - THOMPSON FAMILY PARK,F1,
03/05/2023,12:00,9690388,,GotSport,Soccer,U-11,SWEDESBORO WOOLWICH SOCCER ASSOC.SWSA SHARKS 2012,HARRISON SC STRIKERS 2012,,,
03/05/2023,12:00,9690861,,GotSport,Soccer,U-14,HADDON HEIGHTS SC GARNETS 2009,HAMMONTON YSAHAMMONTON HEAT 2009,HADD HGTS - DEVON,F1,
03/05/2023,12:00,9692363,,GotSport,Soccer,U-12,LOGAN SOCCER CLUB LOGAN BLAZE 2011,PITMAN SA PUMAS 2011,LOGAN - TWP LINE,S9,
03/05/2023,12:00,9690681,,GotSport,Soccer,U-11,FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATIONCRUSADERS 2012,CLAYTON SA2012 CLIPPERS,FRANKLIN TWP YOUTH COMPLEX,S9,
03/05/2023,12:00,9710292,,GotSport,Soccer,U-9,CHERRY HILL FC2014 JUNIOR BLACK,MOUNT LAUREL UNITED (MLU)OUNT LAUREL UNITED (MLU) COBRAS 2014,CHFC - DeCOU,,
03/05/2023,12:00,9690356,,GotSport,Soccer,U-10,VOORHEES SARAPTORS 2013,PALMYRA RIVERTON SCYOUNGBLOODS 2013,VOORHEES-Echelon Complex,,
03/05/2023,12:00,9691527,,GotSport,Soccer,U-11,BURLINGTON TOWNSHIP SOCCERDRAGONS 2012,TAR-KILL SOCCER CLUBTARKILL LIVERPOOL 2012,,,
03/05/2023,12:00,9708756,,GotSport,Soccer,U-9,MOORESTOWN SCGUARDIANS 2014,WASHINGTON TWP SOCCER CLUBBLUE 2014,MOORESTOWN - MEMORIAL FIELDS,S7,
03/05/2023,12:00,9691939,,GotSport,Soccer,U-14,TAR-KILL SOCCER CLUBTARKILL BLUE DEVILS 2009,HADDONFIELD SCBLACK 2009,TARKILL-STERLING HS,F1,
03/05/2023,12:00,9690892,,GotSport,Soccer,U-14,PENNSAUKEN YOUTH SOCCER CLUBSTORM 2009,MARLTON SOCCER CLUBMARLTON SC CHIEFS WHITE 2009,Pennsauken Community Recreation Facility,F1,
03/05/2023,12:00,9691117,,GotSport,Soccer,U-13,WEST DEPTFORD SCHORNETS 2010,CHERRY HILL SC STORM 2011,,,
03/05/2023,12:00,9690771,,GotSport,Soccer,U-9,HADDON TWP SOCCER CLUBHADDON TWP RED HAWKS 2014,PITTSGROVE SOCCER CLUBPSC FLYERS BLACK 2014,HADDON TWP - CRYSTAL LAKE,S7,
03/05/2023,12:00,9692173,,GotSport,Soccer,U-12,NORTHERN BURLINGTON SA HOOLIGANS 2011,DELRAN FC SOCCERDELRAN FC BLAST 2011,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S9,
03/05/2023,12:00,9708021,,GotSport,Soccer,U-9,CHERRY HILL SCCHERRY HILL SC FORCE 2014,EGG HARBOR TOWNSHIP SCEGG HARBOR SC EAGLES 2014,CHSC - UPPER CHAPEL TURF,S7,
03/05/2023,12:00,9690832,,GotSport,Soccer,U-9,SENECA UNITED SC2014 THUNDER,HADDONFIELD SCQUAKES 2014,SENECA - STONEY CREEK FIELDS,S7,
03/05/2023,12:00,9692294,,GotSport,Soccer,U-10,RANCOCAS VALLEY SC MESSI 2013,VOORHEES SAPREDATORS 2013,Rancocas Vallley-HAINESPORT MUNICIPAL PARK,,
03/05/2023,12:00,9690428,,GotSport,Soccer,U-8,NORTHERN BURLINGTON SANORTHERN BURLINGTON BOOM 2016,CINNAMINSON SC RED DEVILS 2015,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S7,
03/05/2023,12:00,9712241,,GotSport,Soccer,U-9,BORDENTOWN FC UNION 2014,PALMYRA RIVERTON SCTORNADOES 2014,BORDENTOWN - FRIENDSHIP FIELDS,S7,
03/05/2023,12:00,9692102,,GotSport,Soccer,U-11,MOUNT LAUREL UNITED (MLU)OUNT LAUREL UNITED (MLU) IMPACT 2012,GATEWAY UNITED SOCCER CLUBSTINGRAYS 2012,MLU-TROTTERS,,
03/05/2023,12:15,9692205,,GotSport,Soccer,U-12,HARRISON SC ARSENAL 2011,MAINLAND UNITED SA STANGZ 2011B,HARRISON - William Wilt Soccer Complex,S9,
03/05/2023,12:30,9692237,,GotSport,Soccer,U-13,UPPER TOWNSHIP SA RIPTIDE 2010,MAINLAND UNITED SAMAINLAND UNITED BOYS UNITED 2010,UPPER TWP-Amanda's Field Complex,F1,
03/05/2023,12:30,9691650,,GotSport,Soccer,U-14,MAPLE SHADE SCMAPLE SHADE BLUE FLAMES 2009,RANCOCAS VALLEY SC REBELS 2009,MAPLE SHADE - TURF FIELD,F1,
03/05/2023,12:30,9691648,,GotSport,Soccer,U-14,LOGAN SOCCER CLUB LOGAN REBELS 2009,HADDONFIELD SCRED 2009,LOGAN - TWP LINE,F1,
03/05/2023,12:30,9691786,,GotSport,Soccer,U-13,VINELAND SAREBELS 2010,BORDENTOWN FC PANTHERS 2010,VINELAND - GITTONE  STADIUM TURF,,
03/05/2023,12:30,9691752,,GotSport,Soccer,U-13,RANCOCAS VALLEY SCRANCOCAS VALLEY RED DEVILS 2010,COLLINGSWOOD TRAVEL SOCCER CLUBGALAXY 2010,,,
03/05/2023,12:30,9691890,,GotSport,Soccer,U-14,WOODSTOWN SOCCER CLUBWOODSTOWN ANGRY PIGS 2009,WINSLOW TOWNSHIP YSAWINSLOW VIPERS 2009,WOODSTOWN,F1,
03/05/2023,12:30,9690582,,GotSport,Soccer,U-15,DELRAN FC SOCCERDELRAN FC LIONS 2008,VINELAND SAVIKINGS 2008,,,
03/05/2023,12:30,9691042,,GotSport,Soccer,U-12,CHERRY HILL FC2011 AVENGERS,CINNAMINSON SC VIPERS 2011,CHFC - DeCOU,,
03/05/2023,12:30,9690862,,GotSport,Soccer,U-14,NORTHERN BURLINGTON SA BULLDOGS 2009,BURLINGTON TOWNSHIP SOCCERKICKERS 2009,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,F1,
03/05/2023,12:30,9690522,,GotSport,Soccer,U-12,PENNSAUKEN YOUTH SOCCER CLUBWARRIORS 2011,SWEDESBORO WOOLWICH SOCCER ASSOC.SWSA RED FLAMES 2011,Pennsauken Community Recreation Facility,S9,
03/05/2023,12:30,9691988,,GotSport,Soccer,U-15,MARLTON SOCCER CLUBMARLTON SC CHIEFS WHITE 2008,WEST DEPTFORD SCVIPERS 2008,MARLTON - MEMORIAL,,
03/05/2023,12:40,9691071,,GotSport,Soccer,U-14,DEPTFORD SADEPTFORD AVENGERS 2009,EGG HARBOR TOWNSHIP SCEGG HARBOR SC EAGLES 2009,DEPTFORD SC,,
03/05/2023,12:40,9690577,,GotSport,Soccer,U-15,HIGHLAND YOUTH SOCCER CLUBGALAXY 2008,COLLINGSWOOD TRAVEL SOCCER CLUBCOYOTES 2008,HIGHLAND - GLOUCESTER TWP PARK,,
