TeamID,TeamName,SportName,LevelName,Strength,TravelLimit,Site,SubSite,BillTo,HighSchool
"4167","MILLVILLE SA MILLVILLE REBELS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4053","MILLVILLE SA MILLVILLE VENOM 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"3967","MILLVILLE SA MILLVILLE WARRIORS 2015","Soccer","U-9","5","999","MILLVILLE SOCCER COMPLEX","S7","Not Set","Not Set",
"4332","MLU EDP/B","Soccer","U-17","5","999","Not Set","Not Set","Not Set","Not Set",
"4234","MONMOUTH UNITED EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4309","MONROE EDP/B","Soccer","U-14","5","999","MONROE TWP - CORKERY LANE","F1","Not Set","Not Listed",
"4192","MONROE EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Listed",
"4206","MONROE EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"3718","MONROE TOWNSHIP YS 2015 UNITED BLUE","Soccer","U-9","5","999","MONROE TWP - CORKERY LANE","S7","Not Set","Not Set",
"3963","MONROE TOWNSHIP YS MONROE UNITED 2016 BOYS","Soccer","U-8","5","999","MONROE TWP - CORKERY LANE","S7","Not Set","Not Set",
"4172","MONROE TOWNSHIP YS UNITED 2012","Soccer","U-12","5","999","MONROE TWP - CORKERY LANE","S9","Not Set","Not Set",
"4170","MONROE TOWNSHIP YS UNITED 2013","Soccer","U-11","5","999","MONROE TWP - CORKERY LANE","S9","Not Set","Not Set",
"3845","MONROE TOWNSHIP YS UNITED 2014","Soccer","U-10","5","999","MONROE TWP - CORKERY LANE","S7","Not Set","Not Set",
"3727","MONROE TOWNSHIP YS UNITED BLUE 2008","Soccer","U-16","5","999","Not Set","Not Set","Not Set","Not Set",
"3940","MONROE TOWNSHIP YS UNITED BOYS 2011 BLUE","Soccer","U-13","5","999","MONROE TWP - CORKERY LANE","F1","Not Set","Not Set",
"4165","MONROE TOWNSHIP YS UNITED BOYS 2013 BLUE","Soccer","U-11","5","999","MONROE TWP - CORKERY LANE","S9","Not Set","Not Set",
"4020","MONROE TOWNSHIP YS UNITED BOYS 2014 BLUE","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4079","MONROE TOWNSHIP YS UNITED BOYS 2015","Soccer","U-9","5","999","MONROE TWP - CORKERY LANE","S7","Not Set","Not Set",
"3775","MONROE TOWNSHIP YS UNITED WHITE 2011","Soccer","U-13","5","999","MONROE TWP - CORKERY LANE","F1","Not Set","Not Set",
"4229","MONROE YS EDP/B","Soccer","U-12","5","999","MONROE TWP - CORKERY LANE","S9","Not Set","Not Set",
"4232","MONROE YS EDP/G","Soccer","U-13","5","999","MONROE TWP - CORKERY LANE","F1","Not Set","Not Set",
"4230","MONROE YS EDP/G","Soccer","U-14","5","999","MONROE TWP - CORKERY LANE","F1","Not Set","Not Set",
"4259","MONROE YS NJYS PRES CUP/B","Soccer","U-12","5","999","MONROE TWP - CORKERY LANE","S9","Not Set","Not Set",
"4090","MOORESTOWN SC BLACK DRAGONS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Listed",
"4044","MOORESTOWN SC BLACK KNIGHTS 2011","Soccer","U-13","5","999","MOORESTOWN - MEMORIAL FIELDS","F1","Not Set","Not Listed",
"3684","MOORESTOWN SC FALCONS 2013","Soccer","U-11","5","999","MOORESTOWN - SALEM RD/PRYOR PARK","S1","Not Set","Not Set",
"4178","MOORESTOWN SC GOLDEN EAGLES 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Listed",
"4065","MOORESTOWN SC GUARDIANS 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3774","MOORESTOWN SC HORNETS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3808","MOORESTOWN SC LIGHTNING 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3851","MOORESTOWN SC MAMBAS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3810","MOORESTOWN SC MANTA RAYS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3938","MOORESTOWN SC PANTHERS 2016","Soccer","U-8","5","999","MOORESTOWN - MEMORIAL FIELDS","S7","Not Set","Not Set",
"4148","MOORESTOWN SC RAPTORS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Listed",
"3939","MOORESTOWN SC THUNDER STRIKERS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3947","MOORESTOWN SC VIPERS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3891","MOORESTOWN SC WOLFPACK 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3766","MOORESTOWN SC WOLVERINES 2014","Soccer","U-10","5","999","MOORESTOWN - MEMORIAL FIELDS","S7","Not Set","Not Set",
"4287","MOUNT LAUREL UNITED (MLU) COBRAS 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4291","MOUNT LAUREL UNITED (MLU) COMETS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4293","MOUNT LAUREL UNITED (MLU) FLASH 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4296","MOUNT LAUREL UNITED (MLU) FORCE 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4289","MOUNT LAUREL UNITED (MLU) GALAXY 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4282","MOUNT LAUREL UNITED (MLU) GLADIATORS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4294","MOUNT LAUREL UNITED (MLU) HAWKS 2012","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4292","MOUNT LAUREL UNITED (MLU) IMPACT 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4285","MOUNT LAUREL UNITED (MLU) KNIGHTS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4288","MOUNT LAUREL UNITED (MLU) LIGHTNING 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4297","MOUNT LAUREL UNITED (MLU) MAYHEM 2009","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"3278","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-10","5","999","MLU-TROTTERS","S7","Not Set","Not Listed",
"3370","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Listed",
"3463","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Listed",
"3407","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Listed",
"3467","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-14","5","999","MLU-TROTTERS","F1","Not Set","Not Listed",
"3229","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Listed",
"3366","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-8","5","999","MLU-TROTTERS","S7","Not Set","Not Listed",
"3262","MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU)","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Listed",
"4283","MOUNT LAUREL UNITED (MLU) REVOLUTION 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4286","MOUNT LAUREL UNITED (MLU) SHARKS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4290","MOUNT LAUREL UNITED (MLU) TIGERS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4295","MOUNT LAUREL UNITED (MLU) WARRIORS 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4284","MOUNT LAUREL UNITED (MLU) WOLFPACK 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4322","NJ BLAZE EDP/B","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4304","NJ BLAZE EDP/G","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4249","NJ SURF MARLTON","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4251","NORTH PLAINFIELD EDP","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"3976","NORTHERN BURLINGTON SA  BLAST 2010","Soccer","U-14","5","999","NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL","F1","Not Set","Not Set",
"3991","NORTHERN BURLINGTON SA  BLUE DEVILS II 2014","Soccer","U-10","5","999","NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL","S7","Not Set","Not Set",
"4139","NORTHERN BURLINGTON SA  BLUES 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3906","NORTHERN BURLINGTON SA  BULLDOGS 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"3695","NORTHERN BURLINGTON SA  GUNNERS 2013","Soccer","U-11","5","999","NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL","S9","Not Set","Not Set",
"3945","NORTHERN BURLINGTON SA  HOOLIGANS 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3835","NORTHERN BURLINGTON SA  RANGERS 2012","Soccer","U-12","5","999","NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL","S9","Not Set","Not Set",
"3257","NORTHERN BURLINGTON SA NORTHERN BURLINGTON BOOM 20","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Listed",
"2341","NORTHERN BURLINGTON SA NORTHERN BURLINGTON JACKALS","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Listed",
"4194","PA CLASSICS EDP/B","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3685","PALMYRA RIVERTON SC HURRICANES 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4041","PALMYRA RIVERTON SC NATIONALS 2015","Soccer","U-9","5","999","PAL RIV - Riverton Park","S7","Not Set","Not Set",
"4006","PALMYRA RIVERTON SC TORNADOES 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3691","PALMYRA RIVERTON SC UNION 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4071","PALMYRA RIVERTON SC WARRIORS 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4123","PALMYRA RIVERTON SC YOUNGBLOODS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Listed",
"4244","PALUMBO EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4308","PDA EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4061","PEMBERTON SC  PUNISHERS","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4227","PENN FC EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3713","PENNS GROVE SC  HEAT 2009","Soccer","U-15","5","999","PG-CP-PED- Carney's Point Rec Center","F1","Not Set","Not Set",
"4017","PENNS GROVE SC  RAGE 2011","Soccer","U-13","5","999","PG-CP-PED- Carney's Point Rec Center","F1","Not Set","Not Set",
"3409","PENNS GROVE SC  STORM 2006","Soccer","U-19","5","999","PG-CP-PED- Carney's Point Rec Center","F1","Not Set","Not Listed",
"4081","PENNS GROVE SC PENNS GROVE LIGHTNING 2015","Soccer","U-9","5","999","PG-CP-PED- Carney's Point Rec Center","S7","Not Set","Not Set",
"3996","PENNS GROVE SC PENNS GROVE WILD 2013","Soccer","U-11","5","999","PG-CP-PED- Carney's Point Rec Center","S9","Not Set","Not Set",
"3849","PENNSAUKEN YOUTH SOCCER CLUB AVENGERS 2014","Soccer","U-10","5","999","Pennsauken Community Recreation Facility","S7","Not Set","Not Set",
"3750","PENNSAUKEN YOUTH SOCCER CLUB CYCLONES 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4030","PENNSAUKEN YOUTH SOCCER CLUB LIONS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3737","PENNSAUKEN YOUTH SOCCER CLUB REBELS 2013","Soccer","U-11","5","999","Pennsauken Community Recreation Facility","S9","Not Set","Not Set",
"3698","PENNSAUKEN YOUTH SOCCER CLUB STORM 2009","Soccer","U-15","5","999","Pennsauken Community Recreation Facility","F1","Not Set","Not Set",
"3861","PENNSAUKEN YOUTH SOCCER CLUB WARRIORS 2011","Soccer","U-13","5","999","Pennsauken Community Recreation Facility","F1","Not Set","Not Set",
"4174","PENNSVILLE SOCCER ASSOCIATION EAGLES 2010 U14","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"3709","PENNSVILLE SOCCER ASSOCIATION EAGLES 2012","Soccer","U-12","5","999","PENNSVILLE","S9","Not Set","Not Set",
"3734","PENNSVILLE SOCCER ASSOCIATION EAGLES 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4005","PENNSVILLE SOCCER ASSOCIATION EAGLES 2014","Soccer","U-10","5","999","PENNSVILLE","S7","Not Set","Not Set",
"3951","PENNSVILLE SOCCER ASSOCIATION PENNSVILLE EAGLES 20","Soccer","U-9","5","999","PENNSVILLE","S7","Not Set","Not Listed",
"4073","PENNSVILLE SOCCER ASSOCIATION PENNSVILLE EAGLES CO","Soccer","U-10","5","999","PENNSVILLE","S7","Not Set","Not Listed",
"3742","PITMAN SA  BENGALS 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3929","PITMAN SA  BOBCATS 2016","Soccer","U-8","5","999","PITMAN - Dell","S7","Not Set","Not Set",
"4153","PITMAN SA  JAGUARS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4034","PITMAN SA  LIONS 2009","Soccer","U-15","5","999","PITMAN - ALCYON LAKE","F1","Not Set","Not Set",
"3757","PITMAN SA  PUMAS 2010","Soccer","U-14","5","999","PITMAN - ALCYON LAKE","F1","Not Set","Not Set",
"3802","PITMAN SA  TIGERS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3882","PITMAN SA  TOMCATS 2013","Soccer","U-11","5","999","PITMAN - ALCYON LAKE","S9","Not Set","Not Set",
"4029","PITMAN SA  WILDCATS 2015","Soccer","U-9","5","999","PITMAN - Dell","S7","Not Set","Not Set",
"3886","PITMAN SA PANTHERS 2011","Soccer","U-13","5","999","PITMAN - ALCYON LAKE","F1","Not Set","Not Set",
"4161","PITTSGROVE SOCCER CLUB PSC CRUSH '10","Soccer","U-14","5","999","PITTSGROVE-GREEN BRANCH","F1","Not Set","Not Set",
"3699","PITTSGROVE SOCCER CLUB PSC FORCE '09","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4083","PITTSGROVE SOCCER CLUB PSC GALAXY 2015","Soccer","U-9","5","999","PITTSGROVE-GREEN BRANCH","S7","Not Set","Not Set",
"3965","PITTSGROVE SOCCER CLUB PSC MAVERICKS '14","Soccer","U-10","5","999","PITTSGROVE-GREEN BRANCH","S7","Not Set","Not Set",
"3837","PITTSGROVE SOCCER CLUB PSC PHANTOMS '14","Soccer","U-10","5","999","PITTSGROVE-GREEN BRANCH","S7","Not Set","Not Set",
"4121","PITTSGROVE SOCCER CLUB PSC PRIME '16","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4137","PITTSGROVE SOCCER CLUB PSC PYTHONS '13","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4157","PITTSGROVE SOCCER CLUB PSC REBELS '12","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4016","PITTSGROVE SOCCER CLUB PSC REVOLUTION '13","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3694","PITTSGROVE SOCCER CLUB PSC SPURS '12","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3821","PITTSGROVE SOCCER CLUB PSC WARRIORS '12","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3876","PITTSGROVE SOCCER CLUB PSC WOLVES '11","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4339","PRINCETON ROMA EDP/G","Soccer","U-16","5","999","Not Set","Not Set","Not Set","Not Set",
"4327","PRINCETON SA EDP/B","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4321","PRINCETON SA EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4247","RANCOCAS VALLEY EDP/B","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"2182","RANCOCAS VALLEY EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3621","RANCOCAS VALLEY EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4257","RANCOCAS VALLEY NJYS PRES CUP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4099","RANCOCAS VALLEY SC  '14 - CELTIC","Soccer","U-10","5","999","Rancocas Valley-LUMBERTON MUNICIPAL","S7","Not Set","Not Set",
"3839","RANCOCAS VALLEY SC  '14 - FOREST","Soccer","U-10","5","999","Rancocas Valley-LUMBERTON MUNICIPAL","S7","Not Set","Not Set",
"4116","RANCOCAS VALLEY SC  AVENGERS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3898","RANCOCAS VALLEY SC  BOYS 2010 (NEW)","Soccer","U-14","5","999","Rancocas Vallley-HAINESPORT MUNICIPAL PARK","F1","Not Set","Not Set",
"4018","RANCOCAS VALLEY SC  BOYS 2011 (NEW)","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3972","RANCOCAS VALLEY SC  BOYS STEALTH 2015","Soccer","U-9","5","999","Rancocas Valley-LUMBERTON MUNICIPAL","S7","Not Set","Not Set",
"3746","RANCOCAS VALLEY SC  MESSI 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4039","RANCOCAS VALLEY SC  RONALDO 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3722","RANCOCAS VALLEY SC DAMON PETRAS 2016","Soccer","U-8","5","999","Rancocas Valley-LUMBERTON MUNICIPAL","S7","Not Set","Not Set",
"4204","REALJFC EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4239","ROXBURY EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4235","RUSA EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4246","SCOTCH PLAINS EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"3760","SENECA UNITED SC 2010 SCREAMING EAGLES","Soccer","U-14","5","999","SENECA - STONEY CREEK FIELDS","F1","Not Set","Not Set",
"3918","SENECA UNITED SC 2011 WARRIORS","Soccer","U-13","5","999","SENECA - STONEY CREEK FIELDS","F1","Not Set","Not Set",
"4025","SENECA UNITED SC 2012 PRIDE","Soccer","U-12","5","999","SENECA - STONEY CREEK FIELDS","S9","Not Set","Not Set",
"3798","SENECA UNITED SC 2013 TIGERS","Soccer","U-11","5","999","SENECA - STONEY CREEK FIELDS","S9","Not Set","Not Set",
"3795","SENECA UNITED SC 2014 THUNDER","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3970","SENECA UNITED SC 2015 PARK RANGERS","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3968","SENECA UNITED SC 2015 RAPTORS","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3890","SENECA UNITED SC 2016 EAGLES","Soccer","U-8","5","999","SENECA - STONEY CREEK FIELDS","S7","Not Set","Not Set",
"4076","SJ FUTBOL CLUB  FLYERS II 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4009","SJ FUTBOL CLUB  RAPIDS 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4014","SJ FUTBOL CLUB  SOUNDERS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3985","SJ FUTBOL CLUB SJFC FLYERS 2014","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4270","SJEB EDP/B","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4222","SJEB EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3540","SJEB EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"2081","SJEB EDP/G","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4266","SJEB NJYS NAT CHAMP SERIES/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4264","SJEB NJYS PRES CUP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3796","SOUTH HARRISON TOWNSHIP SOCCER CLUB RENEGADES 2014","Soccer","U-10","5","999","SOUTH HARRISON - STEWART","S7","Not Set","Not Set",
"4068","SOUTH HARRISON TOWNSHIP SOCCER CLUB SOUTH HARRISON","Soccer","U-8","5","999","SOUTH HARRISON - STEWART","S7","Not Set","Not Listed",
"4169","SOUTH HARRISON TOWNSHIP SOCCER CLUB STRIKERS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4193","SUMMIT EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"3322","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA BLACK MAMBA","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Listed",
"4155","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA CYCLONES 20","Soccer","U-12","5","999","SW-High Hill West Park","S1","Not Set","Not Listed",
"3934","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA DRAGONS 201","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Listed",
"3885","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA FORCE 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"3717","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA GUNNERS 201","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Listed",
"4146","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA HAVOC 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3992","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA LIGHTNING 2","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Listed",
"3931","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA RED FLAMES ","Soccer","U-13","5","999","SW-Locke Avenue Park","F1","Not Set","Not Listed",
"3866","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA SCORPIONS 2","Soccer","U-16","5","999","Not Set","Not Set","Not Set","Not Listed",
"3922","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA SHARKS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4024","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA STRIKERS 20","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Listed",
"4168","SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA VENOM 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4326","SWSA BLACK MAMBAS EDP/B","Soccer","U-13","5","999","SW-Locke Avenue Park","F1","Not Set","Not Set",
"3122","SWSA SWAT EDP/B","Soccer","U-14","5","999","SW-High Hill West Park","F1","Not Set","Not Set",
"3989","TAR-KILL SOCCER CLUB TARKILL 2015 BLUE","Soccer","U-9","5","999","TARKILL-STERLING HS","S7","Not Set","Not Set",
"3903","TAR-KILL SOCCER CLUB TARKILL 2015 WHITE","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4087","TAR-KILL SOCCER CLUB TARKILL 2016 BOYS","Soccer","U-8","5","999","TARKILL-STERLING HS","S7","Not Set","Not Set",
"3986","TAR-KILL SOCCER CLUB TARKILL BARCELONA","Soccer","U-12","5","999","TARKILL-STERLING HS","S9","Not Set","Not Set",
"3675","TAR-KILL SOCCER CLUB TARKILL BLUE DEVILS","Soccer","U-15","5","999","TARKILL-STERLING HS","F1","Not Set","Not Set",
"3838","TAR-KILL SOCCER CLUB TARKILL CHELSEA","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4040","TAR-KILL SOCCER CLUB TARKILL KNIGHTS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4130","TAR-KILL SOCCER CLUB TARKILL LIVERPOOL","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3966","TAR-KILL SOCCER CLUB TARKILL SPURS","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3815","TAR-KILL SOCCER CLUB TARKILL TITANS 2010","Soccer","U-14","5","999","TARKILL-STERLING HS","F1","Not Set","Not Set",
"4199","TARKILL THUNDER EDP/G","Soccer","U-15","5","999","TARKILL-STERLING HS","F1","Not Set","Not Set",
"4181","TBAA  BENGALS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3780","TBAA  DYNAMO 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4143","TBAA  JAGUARS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3982","TBAA  KNIGHTS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4004","TBAA  OUTLAWS 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3834","TBAA  RENEGADES 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4113","TBAA  REVOLUTION 2014","Soccer","U-10","5","999","TBAA-VALLEY BROOK","S7","Not Set","Not Set",
"3669","TBAA  REVOLUTION 2015","Soccer","U-9","5","999","TBAA-VALLEY BROOK","S7","Not Set","Not Set",
"3864","TBAA  STORM 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"3776","TBAA  TITANS 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3708","TBAA  UNION 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4203","TBAA LIGHTNING EDP/G","Soccer","U-13","5","999","TBAA-VALLEY BROOK","F1","Not Set","Not Set",
"4265","TBAA LIGHTNING NJYS NAT CHAMP SERIES/G","Soccer","U-13","5","999","TBAA-VALLEY BROOK","F1","Not Set","Not Set",
"4307","TBAA MAGIC EDP/G","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4223","TBAA MAGIC EDP/G","Soccer","U-14","5","999","TBAA-VALLEY BROOK","F1","Not Set","Not Set",
"4313","TBAA MINIONS EDP/G","Soccer","U-15","5","999","TBAA-VALLEY BROOK","F1","Not Set","Not Set",
"4196","TECNICA ELITE EDP/B","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4258","TORPEDOES EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4228","UKRAINAIN NATIONALS EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4325","UNION EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
