TeamID,TeamName,SportName,LevelName,Strength,TravelLimit,Site,SubSite,BillTo,HighSchool
"3944","EGG HARBOR TOWNSHIP SC EGG HARBOR SC EAGLES WHITE ","Soccer","U-13","5","999","EGG HARBOR - BARGAINTOWN","F1","Not Set","Not Listed",
"4334","FALLS SC EDP/B","Soccer","U-17","5","999","Not Set","Not Set","Not Set","Not Set",
"4245","FC BERNA EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4219","FC COPA EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4253","FC EDP","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4236","FRANKLIN ELITE EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3879","FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION CRUSADE","Soccer","U-12","5","999","FRANKLIN TWP YOUTH COMPLEX","S9","Not Set","Not Listed",
"3503","FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION ENFORCE","Soccer","U-11","5","999","FRANKLIN TWP YOUTH COMPLEX","S9","Not Set","Not Listed",
"3804","FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION STORM 2","Soccer","U-10","5","999","FRANKLIN TWP YOUTH COMPLEX","S7","Not Set","Not Listed",
"3868","FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION STORM 2","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Listed",
"3731","FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION STRIKER","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Listed",
"4242","FREEHOLD SL EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"3959","GATEWAY UNITED SOCCER CLUB GATEWAY UNITED LIGHTNIN","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Listed",
"3930","GATEWAY UNITED SOCCER CLUB GATORS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4095","GATEWAY UNITED SOCCER CLUB GREYHOUNDS 2014","Soccer","U-10","5","999","GATEWAY UTD. - WOODBURY HGTS-HELEN AVE","S1","Not Set","Gateway Regional High School",
"3867","GATEWAY UNITED SOCCER CLUB JAGUARS 2010","Soccer","U-14","5","999","GATEWAY UTD. - WESTVILLE","F1","Not Set","Not Set",
"3707","GATEWAY UNITED SOCCER CLUB SHARKS 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3892","GATEWAY UNITED SOCCER CLUB STINGRAYS 2012","Soccer","U-12","5","999","GATEWAY UTD. - WESTVILLE","S1","Not Set","Gateway Regional High School",
"3282","GATEWAY UNITED SOCCER CLUB WARRIORS 2005","Soccer","U-19","5","999","GATEWAY UTD. - WESTVILLE","F1","Not Set","Not Listed",
"4057","GATEWAY UNITED SOCCER CLUB WILDCATS 2011","Soccer","U-13","5","999","GATEWAY UTD. - WESTVILLE","F1","Not Set","Not Set",
"4237","GERMAN AMERICAN KICKERS EDP/G","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4320","HADDON HEIGHTS SC  2009 GARNETS","Soccer","U-18","5","999","Not Set","Not Set","Not Set","Not Set",
"3783","HADDON HEIGHTS SC  2011 WOLVES","Soccer","U-13","5","999","HADD HGTS - DEVON","F1","Not Set","Not Set",
"3912","HADDON HEIGHTS SC  2013 BEAST BOYS","Soccer","U-11","5","999","HADD HGTS - DEVON","FS","Not Set","Not Set",
"3740","HADDON HEIGHTS SC  2013 YOUNG BOYS","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4064","HADDON HEIGHTS SC  2014 MIGHTY TITANS","Soccer","U-10","5","999","HADD HGTS - DEVON","S1","Not Set","Not Set",
"3973","HADDON HEIGHTS SC  2015 CHEETAHS","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4069","HADDON HEIGHTS SC  2016 RUCKUS","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3761","HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4048","HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2011","Soccer","U-13","5","999","HADDON TWP - RECCHINO FIELDS","F1","Not Set","Not Set",
"3927","HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2012","Soccer","U-12","5","999","HADDON TWP - CRYSTAL LAKE","S9","Not Set","Not Set",
"3956","HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2013","Soccer","U-11","5","999","HADDON TWP - CRYSTAL LAKE","S9","Not Set","Not Set",
"3942","HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2014","Soccer","U-11","5","999","HADDON TWP - CRYSTAL LAKE","S9","Not Set","Not Set",
"3831","HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2015","Soccer","U-9","5","999","HADDON TWP - CRYSTAL LAKE","S7","Not Set","Not Set",
"4091","HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2016","Soccer","U-8","5","999","HADDON TWP - CRYSTAL LAKE","S7","Not Set","Not Set",
"3987","HADDON TWP SOCCER CLUB HADDON TWP WHITE HAWKS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3971","HADDON TWP SOCCER CLUB HADDON TWP WHITE HAWKS 2013","Soccer","U-11","5","999","HADDON TWP - CRYSTAL LAKE","S9","Not Set","Not Set",
"3748","HADDON TWP SOCCER CLUB HADDON TWP WHITE HAWKS 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3670","HADDON TWP SOCCER CLUB HADDON TWP WHITE HAWKS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3994","HADDON TWP SOCCER CLUB HADDON TWP WHITE HAWKS 2016","Soccer","U-8","5","999","HADDON TWP - CRYSTAL LAKE","S7","Not Set","Not Set",
"3794","HADDONFIELD SC BLACK 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Listed",
"3859","HADDONFIELD SC BLACK 2012","Soccer","U-12","5","999","HADDONFIELD - CROWS WOODS","S9","Not Set","Not Set",
"4086","HADDONFIELD SC BLACK 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3949","HADDONFIELD SC BLACK 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3979","HADDONFIELD SC BLACK 2015","Soccer","U-9","5","999","HADDONFIELD - CROWS WOODS","S7","Not Set","Not Set",
"3723","HADDONFIELD SC FIRE 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3712","HADDONFIELD SC QUAKES 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4007","HADDONFIELD SC REBELS 2016","Soccer","U-8","5","999","HADDONFIELD - CROWS WOODS","S7.2","Not Set","Not Set",
"3682","HADDONFIELD SC RED 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Listed",
"3678","HADDONFIELD SC RED 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Listed",
"3877","HADDONFIELD SC RED 2011","Soccer","U-13","5","999","HADDONFIELD - CROWS WOODS","F1","Not Set","Not Listed",
"4144","HADDONFIELD SC RED 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Listed",
"3739","HADDONFIELD SC RED 2013","Soccer","U-11","5","999","HADDONFIELD - CROWS WOODS","S9","Not Set","Not Set",
"3822","HADDONFIELD SC RED 2014","Soccer","U-10","5","999","HADDONFIELD - CROWS WOODS","S7","Not Set","Not Set",
"3732","HADDONFIELD SC RED 2015","Soccer","U-9","5","999","HADDONFIELD - CROWS WOODS","S7","Not Set","Not Set",
"3779","HADDONFIELD SC WHITE 2010","Soccer","U-14","5","999","HADDONFIELD - CROWS WOODS","F1","Not Set","Not Listed",
"4054","HADDONFIELD SC WHITE 2011","Soccer","U-13","5","999","HADDONFIELD - CROWS WOODS","F1","Not Set","Not Listed",
"4031","HADDONFIELD SC WHITE 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Listed",
"3883","HADDONFIELD SC WHITE 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3926","HADDONFIELD SC WHITE 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3894","HADDONFIELD SC WHITE 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3764","HAMMONTON YSA HAMMONTON HEAT 2009","Soccer","U-15","5","999","HAMMONTON - MOSS MILL RD PARK SOCCER COMPLEX","F1","Not Set","Not Set",
"3673","HAMMONTON YSA HAMMONTON HEAT 2011","Soccer","U-13","5","999","HAMMONTON - MOSS MILL RD PARK SOCCER COMPLEX","F1","Not Set","Not Set",
"4026","HAMMONTON YSA HAMMONTON HEAT 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4028","HAMMONTON YSA HAMMONTON HEAT 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Listed",
"3668","HAMMONTON YSA HAMMONTON HEAT 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3793","HARRISON SC  ARSENAL 2011","Soccer","U-13","5","999","HARRISON - William Wilt Soccer Complex","F1","Not Set","Not Set",
"3884","HARRISON SC  BLUE DEVILS 2009","Soccer","U-15","5","999","HARRISON - William Wilt Soccer Complex","F2","Not Set","Not Set",
"3738","HARRISON SC  LIGHTNING 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4109","HARRISON SC  STORM 2010","Soccer","U-14","5","999","HARRISON - William Wilt Soccer Complex","F2","Not Set","Not Set",
"4045","HARRISON SC  STRIKERS 2012","Soccer","U-12","5","999","HARRISON - William Wilt Soccer Complex","S9","Not Set","Not Set",
"3688","HARRISON SC  THUNDER 2011","Soccer","U-13","5","999","HARRISON - William Wilt Soccer Complex","F1","Not Set","Not Set",
"4200","HARRISON SC EDP/G","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4093","HARRISON SC HARRISON BLUE ARSENAL 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3719","HARRISON SC HARRISON BLUE REBELS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3759","HARRISON SC HARRISON BLUE SNAKES 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4088","HARRISON SC HARRISON HORNETS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3925","HARRISON SC HARRISON STRIKERS 2014","Soccer","U-10","5","999","HARRISON - William Wilt Soccer Complex","S7","Not Set","Not Set",
"4108","HARRISON SC HARRISON STRIKERS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3844","HARRISON SC HARRISON WAVE 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3921","HARRISON SC HARRISON WILDCATS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3901","HARRISON SC HARRISON WOLFPACK 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4220","HARRISON SURGE EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3909","HIGHLAND YOUTH SOCCER CLUB 2013B CHAOS","Soccer","U-11","5","999","HIGHLAND - GLOUCESTER TWP PARK","S9","Not Set","Not Set",
"3995","HIGHLAND YOUTH SOCCER CLUB BOYS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3962","HIGHLAND YOUTH SOCCER CLUB FIRE 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3975","HIGHLAND YOUTH SOCCER CLUB FORCE 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3777","HIGHLAND YOUTH SOCCER CLUB FURY 2013","Soccer","U-11","5","999","HIGHLAND - GLOUCESTER TWP PARK","S9","Not Set","Not Set",
"3955","HIGHLAND YOUTH SOCCER CLUB FUSION 2008","Soccer","U-16","5","999","Not Set","Not Set","Not Set","Not Set",
"3865","HIGHLAND YOUTH SOCCER CLUB GALAXY 2008","Soccer","U-16","5","999","HIGHLAND - GLOUCESTER TWP PARK","F1","Not Set","Not Set",
"3726","HIGHLAND YOUTH SOCCER CLUB HURRICANES 2008","Soccer","U-16","5","999","HIGHLAND - GLOUCESTER TWP PARK","F1","Not Set","Not Set",
"3710","HIGHLAND YOUTH SOCCER CLUB MUSTANGS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4056","HIGHLAND YOUTH SOCCER CLUB RAPTORS 2010","Soccer","U-14","5","999","HIGHLAND - GLOUCESTER TWP PARK","F1","Not Set","Not Set",
"3410","HIGHLAND YOUTH SOCCER CLUB THRASHERS 2006","Soccer","U-19","5","999","Not Set","Not Set","Not Set","Not Listed",
"3736","HIGHLAND YOUTH SOCCER CLUB THUNDER 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4238","HILLSBOROUGH EDP/B","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4212","HORSHAM UNITED EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4201","HOWELL UNITED EDP/G","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4333","HOWELLUNITED EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4276","HS 7V7 DEPTFORD REBELS","Soccer","D1 U17-U19","5","999","Not Set","Not Set","Not Set","Not Set",
"4277","HS 7V7 DEPTFORD SCORPIONS","Soccer","D1 U17-U19","5","999","Not Set","Not Set","Not Set","Not Set",
"4278","HS 7V7 HADDON HEIGHTS GARNETS ","Soccer","D1 U17-U19","5","999","Not Set","Not Set","Not Set","Not Set",
"4279","HS 7V7 MANTUA UNITED","Soccer","D1 U17-U19","5","999","Not Set","Not Set","Not Set","Not Set",
"4281","HS 7V7 MEDFORD","Soccer","D1 U17-U19","5","999","Not Set","Not Set","Not Set","Not Set",
"4280","HS 7V7 WOODSTOWN WOLVERINES","Soccer","D1 U17-U19","5","999","Not Set","Not Set","Not Set","Not Set",
"2109","JACKSON EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4214","JACKSON FC EDP/B","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4272","JACKSON SC EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4324","JACKSON WOLFPACK EDP/G","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4209","KINGSWAY PREMIER EDP/B","Soccer","U-11","5","999","E GREENWICH - THOMPSON FAMILY PARK","S9","Not Set","Not Listed",
"4211","KINGSWAY PREMIER EDP/B","Soccer","U-12","5","999","E GREENWICH - THOMPSON FAMILY PARK","S9","Not Set","Not Listed",
"4195","KINGSWAY PREMIER EDP/B","Soccer","U-14","5","999","E GREENWICH - THOMPSON FAMILY PARK","F1","Not Set","Not Listed",
"4330","KINGSWAY PREMIER EDP/B","Soccer","U-16","5","999","E GREENWICH - THOMPSON FAMILY PARK","F1","Not Set","Not Listed",
"4186","KINGSWAY PREMIER EDP/G","Soccer","U-10","5","999","E GREENWICH - THOMPSON FAMILY PARK","S7","Not Set","Not Listed",
"3083","KINGSWAY PREMIER EDP/G","Soccer","U-11","5","999","E GREENWICH - THOMPSON FAMILY PARK","S9","Not Set","Not Listed",
"1791","KINGSWAY PREMIER EDP/G","Soccer","U-14","5","999","E GREENWICH - THOMPSON FAMILY PARK","F1","Not Set","Not Listed",
"4256","KINGSWAY PREMIER NJYS PRES CUP/G","Soccer","U-14","5","999","E GREENWICH - THOMPSON FAMILY PARK","F1","Not Set","Not Set",
"4190","LANCASTER EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Listed",
"4337","LIONSVILLE EDP/B","Soccer","U-17","5","999","Not Set","Not Set","Not Set","Not Set",
"4187","LIVERPOOL EDP/G","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4233","LIVERPOOL EDP/G","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4226","LIVERPOOL EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4124","LOGAN SOCCER CLUB  LOGAN APOLLO 2016","Soccer","U-8","5","999","LOGAN - TWP LINE","S7","Not Set","Not Set",
"4104","LOGAN SOCCER CLUB  LOGAN ARMADA 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3932","LOGAN SOCCER CLUB  LOGAN BLAZE 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4082","LOGAN SOCCER CLUB  LOGAN BRIGADE 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4114","LOGAN SOCCER CLUB  LOGAN CHARGE 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3911","LOGAN SOCCER CLUB  LOGAN FLASH 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3687","LOGAN SOCCER CLUB  LOGAN FORCE 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3920","LOGAN SOCCER CLUB  LOGAN FUSION 2012","Soccer","U-12","5","999","LOGAN - TWP LINE","S9","Not Set","Not Set",
"3797","LOGAN SOCCER CLUB  LOGAN LIGHTNING 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3714","LOGAN SOCCER CLUB  LOGAN REBELS 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Listed",
"4066","LOGAN SOCCER CLUB  LOGAN SUPERNOVA 2016","Soccer","U-8","5","999","LOGAN - TWP LINE","S7","Not Set","Not Set",
"4312","LOWER MERION EDP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3980","MAINLAND UNITED SA  BRONCOS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3227","MAINLAND UNITED SA  MUSTANGS 2011 B","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Listed",
"4089","MAINLAND UNITED SA  MUSTANGS 2012 B","Soccer","U-12","5","999","MAINLAND - POPLAR AVE","S2","Not Set","Not Set",
"4103","MAINLAND UNITED SA  MUSTANGS 2013 B","Soccer","U-11","5","999","MAINLAND - POPLAR AVE","S2","Not Set","Not Set",
"3812","MAINLAND UNITED SA  MUSTANGS 2014 B","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4059","MAINLAND UNITED SA  MUSTANGS 2016 B","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4110","MAINLAND UNITED SA  SHARKS 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4111","MAINLAND UNITED SA  STANGS 2012","Soccer","U-12","5","999","MAINLAND - POPLAR AVE","S2","Not Set","Not Set",
"4112","MAINLAND UNITED SA  STANGS 2013","Soccer","U-11","5","999","MAINLAND - POPLAR AVE","S2","Not Set","Not Set",
"3724","MAINLAND UNITED SA MAINLAND UNITED MUSTANGS 2015 B","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4163","MAINLAND UNITED SA MAINLAND UNITED STALLIONS 2014 ","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Listed",
"3786","MAINLAND UNITED SA MAINLAND UNITED STANGS 2010-11 ","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Listed",
"3953","MANTUA TOWNSHIP SA  FROGS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4134","MANTUA TOWNSHIP SA  FURY 2012","Soccer","U-12","5","999","MANTUA TWP","S9","Not Set","Not Set",
"4118","MANTUA TOWNSHIP SA  MAMBAS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3799","MANTUA TOWNSHIP SA  OUTLAWS 2014","Soccer","U-10","5","999","MANTUA TWP","S7","Not Set","Not Set",
"3933","MANTUA TOWNSHIP SA  PREDATORS 2014","Soccer","U-10","5","999","MANTUA TWP","S7","Not Set","Not Set",
"3905","MANTUA TOWNSHIP SA  STRIKERS 2009","Soccer","U-15","5","999","MANTUA TWP","F1","Not Set","Not Set",
"3701","MANTUA TOWNSHIP SA  UNION 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4136","MANTUA TOWNSHIP SA  WOLVES 2013","Soccer","U-11","5","999","MANTUA TWP","S9","Not Set","Not Set",
"4317","MANTUA TOWNSHIP SA MTSA UNITED","Soccer","U-18","5","999","MANTUA TWP","F1","Not Set","Not Set",
"3693","MAPLE SHADE SC MAPLE SHADE BLUE FLAMES 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4150","MAPLE SHADE SC MAPLE SHADE FORCE 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"3788","MAPLE SHADE SC MAPLE SHADE SHARKS 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"3984","MAPLE SHADE SC MAPLE SHADE WILD 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4262","MARLBORO EDP/B","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4140","MARLTON SOCCER CLUB MARLTON SC CHIEFS BLACK 2012","Soccer","U-12","5","999","MARLTON - MEMORIAL","S9","Not Set","Not Listed",
"4147","MARLTON SOCCER CLUB MARLTON SC CHIEFS BLACK 2013","Soccer","U-11","5","999","MARLTON - MEMORIAL","S9","Not Set","Not Listed",
"3800","MARLTON SOCCER CLUB MARLTON SC CHIEFS BLACK 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3725","MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2006","Soccer","U-19","5","999","Not Set","Not Set","Not Set","Not Set",
"3692","MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2009","Soccer","U-15","5","999","MARLTON - MEMORIAL","F1","Not Set","Not Listed",
"3826","MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Listed",
"3993","MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2014","Soccer","U-10","5","999","MARLTON - MEMORIAL","S7","Not Set","Not Listed",
"3988","MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Listed",
"4077","MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2016","Soccer","U-8","5","999","MARLTON - MEMORIAL","S7","Not Set","Not Set",
"4149","MARLTON SOCCER CLUB MARLTON SC CHIEFS SILVER 2013","Soccer","U-11","5","999","MARLTON - MEMORIAL","S9","Not Set","Not Listed",
"3814","MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Listed",
"4142","MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Listed",
"4159","MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2013","Soccer","U-11","5","999","MARLTON - MEMORIAL","S9","Not Set","Not Listed",
"3850","MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Listed",
"3830","MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2015","Soccer","U-9","5","999","MARLTON - MEMORIAL","S7","Not Set","Not Set",
"4224","MATCH FIT EDP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4314","MATCH FIT EDP/G","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4208","MEDFORD EDP/B","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"3206","MEDFORD SC  ARSENAL 2005","Soccer","U-19","5","999","Not Set","Not Set","Not Set","Not Listed",
"3961","MEDFORD SC  AVENGERS 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"4015","MEDFORD SC  BLUE DEVILS 2013","Soccer","U-11","5","999","MEDFORD - BENDE PARK","S9","Not Set","Not Set",
"4100","MEDFORD SC  CAROLINA 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3674","MEDFORD SC  COLUMBIA 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"4037","MEDFORD SC  COLUMBIA 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3895","MEDFORD SC  COLUMBIA 2016","Soccer","U-8","5","999","MEDFORD - BENDE PARK","S7","Not Set","Not Set",
"3893","MEDFORD SC  DESTROYERS 2012","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3676","MEDFORD SC  GOLD 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"3840","MEDFORD SC  GOLD 2014","Soccer","U-10","5","999","Not Set","Not Set","Not Set","Not Set",
"3773","MEDFORD SC  GOLD 2015","Soccer","U-9","5","999","MEDFORD - BENDE PARK","S7","Not Set","Not Set",
"4032","MEDFORD SC  GOLD 2016","Soccer","U-8","5","999","MEDFORD - BENDE PARK","S7","Not Set","Not Set",
"3729","MEDFORD SC  MAD DOGS WHITE 2010","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"3900","MEDFORD SC  MAYHEM 2013","Soccer","U-11","5","999","MEDFORD - BENDE PARK","S9","Not Set","Not Set",
"4078","MEDFORD SC  NAVY 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4063","MEDFORD SC  RENEGADES 2011","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Set",
"3853","MEDFORD SC  UNION 2013","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4319","MEDFORD SC  WHITE 2008","Soccer","U-18","5","999","MEDFORD - BENDE PARK","S9","Not Set","Not Set",
"3990","MEDFORD SC  WHITE 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"3964","MEDFORD SC  WHITE 2016","Soccer","U-8","5","999","Not Set","Not Set","Not Set","Not Set",
"4306","MEDFORD SC NAVY NJYS PRES CUP/B","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"4303","MEDFORD SKY BLUE NJYS PRES CUP/G","Soccer","U-14","5","999","Not Set","Not Set","Not Set","Not Set",
"4267","MEDFORD STRIKERS EDP/B","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
"4340","MEDFORD STRIKERS EDP/G","Soccer","U-16","5","999","Not Set","Not Set","Not Set","Not Set",
"3689","MEDFORD STRIKERS SC MEDFORD STRIKERS 2011 BOYS","Soccer","U-13","5","999","Not Set","Not Set","Not Set","Not Listed",
"3957","MEDFORD STRIKERS SC MEDFORD STRIKERS 2013 BOYS","Soccer","U-11","5","999","Not Set","Not Set","Not Set","Not Set",
"4080","MEDFORD STRIKERS SC MEDFORD STRIKERS 2015 BOYS","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4002","MILLVILLE SA MILLVILLE LYNX","Soccer","U-12","5","999","Not Set","Not Set","Not Set","Not Set",
"3703","MILLVILLE SA MILLVILLE PHANTOMS","Soccer","U-16","5","999","Not Set","Not Set","Not Set","Not Set",
"4050","MILLVILLE SA MILLVILLE PREDATORS 2015","Soccer","U-9","5","999","Not Set","Not Set","Not Set","Not Set",
"4022","MILLVILLE SA MILLVILLE RAPTORS 2009","Soccer","U-15","5","999","Not Set","Not Set","Not Set","Not Set",
