TeamID,TeamName,SportName,LevelName,Strength,TravelLimit,Site,SubSite,BillTo,HighSchool
2887,WINSLOW TOWNSHIP YSA WOLVES 2006,Soccer,U-18,5,999,Not Set,Not Set,Not Set,Not Set
3495,WOODBURY SOCCER CLUB WOODBURY ARMORY 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3340,WOODBURY SOCCER CLUB WOODBURY PINES 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
2969,WOODBURY SOCCER CLUBWOODBURY ARMORY 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
2779,WOODBURY SOCCER CLUBWOODBURY PINES 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
3079,WOODBURY SOCCER CLUBWOODBURY SPITFIRES 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
2768,WOODSTOWN SOCCER CLUB ANGRY PIGS 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3050,WOODSTOWN SOCCER CLUB FURY 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3077,WOODSTOWN SOCCER CLUB PREDATORS 2013,Soccer,U-10,5,999,WOODSTOWN,S7,Not Set,Not Set
2716,WOODSTOWN SOCCER CLUB THUNDER 2012,Soccer,U-11,5,999,WOODSTOWN,S9,Not Set,Not Set
3007,WOODSTOWN SOCCER CLUB WARRIORS 2010,Soccer,U-13,5,999,WOODSTOWN,F1,Not Set,Not Set
2722,WOODSTOWN SOCCER CLUB WOLVERINES 2006,Soccer,U-18,5,999,Not Set,Not Set,Not Set,Not Set
2868,WOODSTOWN SOCCER CLUB WOLVERINES 2007,Soccer,U-16,5,999,Not Set,Not Set,Not Set,Not Set
2882,WOODSTOWN SOCCER CLUB WOLVERINES 2010,Soccer,U-13,5,999,WOODSTOWN,F1,Not Set,Not Set
2778,WOODSTOWN SOCCER CLUB WOLVERINES 2013,Soccer,U-10,5,999,WOODSTOWN,S7,Not Set,Not Set
3270,WOODSTOWN SOCCER CLUB WOODSTOWN ANGRY PIGS 2009,Soccer,U-14,5,999,WOODSTOWN,F1,Not Set,Not Set
3493,WOODSTOWN SOCCER CLUB WOODSTOWN FURY 2011,Soccer,U-12,5,999,WOODSTOWN,S9,Not Set,Not Set
3211,WOODSTOWN SOCCER CLUB WOODSTOWN WARRIORS 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
3452,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2007,Soccer,U-16,5,999,WOODSTOWN,F1,Not Set,Not Set
3341,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2010,Soccer,U-13,5,999,WOODSTOWN,F1,Not Set,Not Set
3199,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
3086,WSA UNION COUNTY EDP/G,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
