Date,Time,Game ID,Custom Game ID,Partner,Sport,Level,Home Team,Away Team,Site,Subsite,BillTo
11/01/2023,18:45,11806641,,GotSport,Soccer,U-14,SENECA UNITED SC 2010 SCREAMING EAGLES,COLLINGSWOOD TRAVEL SOCCER CLUB GALAXY 2010,Seneca HS,,
11/01/2023,19:00,11806945,,GotSport,Soccer,U-14,WEST DEPTFORD SC HORNETS 2010,MEDFORD SC  MAD DOGS WHITE 2010,W DEPTFORD-WD PARK,,
11/02/2023,18:00,11884323,,GotSport,Soccer,U-13,WEST DEPTFORD SC WOLFPACK 2011,GATEWAY UNITED SOCCER CLUB WILDCATS 2011,W DEPTFORD-WD PARK,,
11/02/2023,18:30,11726246,,GotSport,Soccer,U-10,MEDFORD SC  CAROLINA 2014,WASHINGTON TWP SOCCER CLUB RED 2014,MEDFORD - BENDE PARK,,
11/02/2023,18:30,11817016,,GotSport,Soccer,U-11,CAPE EXPRESS AVENGERS 2013,EGG HARBOR TOWNSHIP SC EGG HARBOR SC EAGLES WHITE 2013,CAPE EX SOCCER COMPLEX At Ockie Wisting,S9,
11/02/2023,19:00,11762868,,GotSport,Soccer,U-11,MAINLAND UNITED SA  STANGS 2013,DEPTFORD SA DEPTFORD TORNADOS 2013,MAINLAND - MEMORIAL PARK,S7,
11/02/2023,19:30,11757060,,GotSport,Soccer,U-11,HADDONFIELD SC RED 2013,HADDON HEIGHTS SC  2013 YOUNG BOYS,HADDONFIELD - CROWS WOODS,,
11/03/2023,18:30,11818340,,GotSport,Soccer,U-13,UPPER TOWNSHIP SA  TSUNAMIS 2011,CINNAMINSON SC  VIPERS 2011,UPPER TWP-Amanda's Field Complex,F1,
11/03/2023,18:30,11916643,,GotSport,Soccer,U-10,MONROE TOWNSHIP YS UNITED 2014,MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU) LIGHTNING 2014,MONROE TWP - CORKERY LANE,,
11/03/2023,18:30,11941311,,GotSport,Soccer,U-11,HADDONFIELD SC WHITE 2013,BARRINGTON SC  REVOLUTION 2013,HADDONFIELD - CROWS WOODS,,
11/03/2023,19:00,11695516,,GotSport,Soccer,U-13,CINNAMINSON SC  STORM 2011,PALMYRA RIVERTON SC WARRIORS 2011,CINNAMINSON SC - MEMORIAL,F1,
11/03/2023,19:30,11757066,,GotSport,Soccer,U-11,CINNAMINSON SC  THUNDERBIRDS 2013,HARRISON SC  LIGHTNING 2013,CINNAMINSON SC - MEMORIAL,S9,
11/04/2023,09:00,11855390,,GotSport,Soccer,U-10,CHERRY HILL FC 2014 RED - HAWKS,WASHINGTON UNITED SOCCER CLUB WUSC 2014,CHFC - DeCOU,,
11/04/2023,09:30,11935255,,GotSport,Soccer,U-10,WEST DEPTFORD SC EAGLES 2014,UPPER TOWNSHIP SA  HURRICANES WHITE 2014,W DEPTFORD-WD PARK,,
11/04/2023,09:30,11666764,,GotSport,Soccer,U-14,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2010,WOODSTOWN SOCCER CLUB WOODSTOWN WARRIORS 2010,WOODSTOWN,F1,
11/04/2023,10:00,11674625,,GotSport,Soccer,U-10,EGG HARBOR TOWNSHIP SC EGG HARBOR SC EAGLES 2014 BLACK,DEPTFORD SA DEPTFORD RENEGADES 2014,EGG HARBOR - BARGAINTOWN,S7,
11/04/2023,10:00,11740631,,GotSport,Soccer,U-13,MONROE TOWNSHIP YS UNITED WHITE 2011,MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU) WARRIORS 2011,MONROE TWP - CORKERY LANE,,
11/04/2023,11:00,11723002,,GotSport,Soccer,U-12,SENECA UNITED SC 2012 PRIDE,DEPTFORD SA DEPTFORD THUNDER 2012,SENECA - STONEY CREEK FIELDS,S9,
11/04/2023,11:00,11936463,,GotSport,Soccer,U-8,DELRAN FC SOCCER 2016B GREY,CINNAMINSON SC  PIRATES WHITE 2016,DELRAN - VERMES,S7,
11/04/2023,11:00,11673235,,GotSport,Soccer,U-13,PENNS GROVE SC  RAGE 2011,MOORESTOWN SC LIGHTNING 2011,PG-CP-PED- Carney's Point Rec Center,F1,
