Date,Time,Game ID,Custom Game ID,Partner,Sport,Level,Home Team,Away Team,Site,Subsite,BillTo
10/01/2023,12:00,11930936,,GotSport,Soccer,U-11,PALMYRA RIVERTON SC HURRICANES 2013,MAPLE SHADE SC MAPLE SHADE FORCE 2013,PAL RIV - Riverton Park,,
10/01/2023,12:00,11672957,,GotSport,Soccer,U-15,HADDONFIELD SC RED 2009,MAPLE SHADE SC MAPLE SHADE BLUE FLAMES 2009,HADDONFIELD - CROWS WOODS,F1,
10/01/2023,12:00,11916190,,GotSport,Soccer,U-14,NORTHERN BURLINGTON SA  BLAST 2010,MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU) FORCE 2010,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,F1,
10/01/2023,12:00,11756689,,GotSport,Soccer,U-11,MAINLAND UNITED SA  MUSTANGS 2013 B,PITMAN SA  TIGERS 2013,MAINLAND - POPLAR AVE,,
10/01/2023,12:00,11819906,,GotSport,Soccer,U-10,NORTHERN BURLINGTON SA  BLUE DEVILS II 2014,CINNAMINSON SC  AVENGERS 2014,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S7,
10/01/2023,12:00,11788511,,GotSport,Soccer,U-9,EAST GREENWICH SA EGSA BLACK KNIGHTS 2015,MONROE TOWNSHIP YS UNITED BOYS 2015,E GREENWICH - THOMPSON FAMILY PARK,S7,
10/01/2023,12:00,11740636,,GotSport,Soccer,U-13,WASHINGTON TWP SOCCER CLUB REGULATORS 2011,BURLINGTON TOWNSHIP SOCCER REBELS 2011,WASHINGTON TWP-WASH LAKE PARK,,
10/01/2023,12:00,11834998,,GotSport,Soccer,U-9,SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA GUNNERS 2015,MAINLAND UNITED SA  BRONCOS 2015,SW-High Hill West Park,,
10/01/2023,12:00,11834503,,GotSport,Soccer,U-8,MEDFORD SC  COLUMBIA 2016,HIGHLAND YOUTH SOCCER CLUB BOYS 2016,MEDFORD - BENDE PARK,,
10/01/2023,12:00,11674635,,GotSport,Soccer,U-10,VOORHEES SA KNIGHTS 2014,DEPTFORD SA DEPTFORD RENEGADES 2014,VOORHEES-Echelon Complex,,
10/01/2023,12:00,11930374,,GotSport,Soccer,U-16,SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA SCORPIONS 2008,HIGHLAND YOUTH SOCCER CLUB FUSION 2008,SW-Locke Avenue Park,F1,
10/01/2023,12:00,12720412,,GotSport,Soccer,U-15,CINNAMINSON SC  PIRATES 2009,PITTSGROVE SOCCER CLUB PSC FORCE '09,CINNAMINSON SC - MEMORIAL,F1,
10/01/2023,12:00,11818352,,GotSport,Soccer,U-13,UPPER TOWNSHIP SA  TSUNAMIS 2011,CHERRY HILL FC  AVENGERS 2011,UPPER TWP-Amanda's Field Complex,F1,
10/01/2023,12:00,11930373,,GotSport,Soccer,U-16,MONROE TOWNSHIP YS UNITED BLUE 2008,MILLVILLE SA MILLVILLE PHANTOMS,MONROE TWP - CORKERY LANE,,
10/01/2023,12:00,11695542,,GotSport,Soccer,U-14,CLAYTON SA 2010 CLIPPERS,TBAA  DYNAMO 2010,CLAYTON - BENTZ,F1,
10/01/2023,12:00,11856211,,GotSport,Soccer,U-11,CHERRY HILL SC  THUNDER 2013,TBAA  UNION 2013,CHSC - UPPER CHAPEL TURF,S9,
10/01/2023,12:15,11740604,,GotSport,Soccer,U-9,CHERRY HILL SC CHERRY HILL SC TBD (2015) - BOYS,VOORHEES SA VOORHEES 2015 BOYS C,CHSC - UPPER CHAPEL TURF,S7,
10/01/2023,12:30,11726249,,GotSport,Soccer,U-10,DEPTFORD SA DEPTFORD UNITED 2014,WASHINGTON TWP SOCCER CLUB RED 2014,DEPTFORD SC,,
10/01/2023,12:30,11742676,,GotSport,Soccer,U-10,SOUTH HARRISON TOWNSHIP SOCCER CLUB RENEGADES 2014,PITTSGROVE SOCCER CLUB PSC MAVERICKS '14,SOUTH HARRISON - STEWART,S7,
10/01/2023,12:30,11883028,,GotSport,Soccer,U-12,HARRISON SC HARRISON WILDCATS 2012,CHERRY HILL SC CHERRY HILL SC TBD (2012) - BOYS,HARRISON - William Wilt Soccer Complex,S9,
10/01/2023,12:30,12338129,,GotSport,Soccer,U-14,VOORHEES SA THUNDER 2010,PENNSVILLE SOCCER ASSOCIATION EAGLES 2010 U14,VOORHEES-EASTERN HS,,
10/01/2023,12:30,11741858,,GotSport,Soccer,U-10,UPPER TOWNSHIP SA  HURRICANES GREEN 2014,CAPE EXPRESS CE ENGINEERS 2014,UPPER TWP-Amanda's Field Complex,S7,
10/01/2023,12:30,11916671,,GotSport,Soccer,U-13,HAMMONTON YSA HAMMONTON HEAT 2011,MONROE TOWNSHIP YS UNITED BOYS 2011 BLUE,HAMMONTON - BOYER FIELD,,
10/01/2023,12:30,11881333,,GotSport,Soccer,U-9,MILLVILLE SA MILLVILLE PREDATORS 2015,DEPTFORD SA DEPTFORD LIGHTNING 2015,MILLVILLE SOCCER COMPLEX,S7,
10/01/2023,12:30,11806948,,GotSport,Soccer,U-14,CHERRY HILL SC  THUNDERBOLTS 2010,PENNSAUKEN YOUTH SOCCER CLUB CYCLONES 2010,CHSC - CH WEST HS,F1,
10/01/2023,12:30,11930508,,GotSport,Soccer,U-13,EAST GREENWICH SA EGSA FURY 2011,NORTHERN BURLINGTON SA  HOOLIGANS 2011,E GREENWICH - THOMPSON FAMILY PARK,F2,
10/01/2023,12:30,11695981,,GotSport,Soccer,U-8,MOORESTOWN SC PANTHERS 2016,BORDENTOWN FC  REVOLUTION 2016,MOORESTOWN - MEMORIAL FIELDS,S7,
10/01/2023,12:30,11695541,,GotSport,Soccer,U-14,TAR-KILL SOCCER CLUB TARKILL TITANS 2010,WINSLOW TOWNSHIP YSA WINSLOW SLAYERS 2010,TARKILL-STERLING HS,F1,
10/01/2023,12:30,11672535,,GotSport,Soccer,U-11,HADDONFIELD SC BLACK 2013,MEDFORD SC  UNION 2013,HADDONFIELD - CROWS WOODS,S9,
10/01/2023,12:30,11695491,,GotSport,Soccer,U-13,AUDUBON SOCCER YOUTH ASSOCIATION AUDUBON SOCCER YOUTH ASTROS 2011,CINNAMINSON SC  STORM 2011,AUDUBON - GREEN WAVE PARK,,
10/01/2023,12:30,11836268,,GotSport,Soccer,U-12,DEPTFORD SA DEPTFORD VENOM 2012,CINNAMINSON SC  CHARGE 2012,DEPTFORD SC,,
10/01/2023,12:30,11806949,,GotSport,Soccer,U-14,MEDFORD SC  MAD DOGS WHITE 2010,MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2010,MEDFORD - BENDE PARK,F1,
10/01/2023,12:30,11666766,,GotSport,Soccer,U-14,PITMAN SA  PUMAS 2010,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2010,PITMAN - ALCYON LAKE,F1,
10/01/2023,12:30,11920090,,GotSport,Soccer,U-9,MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU) MLU KNIGHTS 2015 BOYS,MOORESTOWN SC VIPERS 2015,MLU-TROTTERS,,
10/01/2023,12:30,11722839,,GotSport,Soccer,U-11,WASHINGTON TWP SOCCER CLUB DAREDEVILS 2013,MAINLAND UNITED SA  MUSTANGS 2014 B,WASHINGTON TWP-WASH LAKE PARK,,
10/01/2023,12:30,11881260,,GotSport,Soccer,U-15,MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU) MAYHEM 2009,PENNS GROVE SC  HEAT 2009,MLU-TROTTERS,,
10/01/2023,12:30,11722837,,GotSport,Soccer,U-11,BURLINGTON TOWNSHIP SOCCER STRIKERS 2013,FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION ENFORCERS 2013,BURLINGTON TWP - PINEWALD AVE,S9,
10/01/2023,12:30,11819905,,GotSport,Soccer,U-10,WASHINGTON TWP SOCCER CLUB BLUE 2014,HIGHLAND YOUTH SOCCER CLUB THUNDER 2014,WASHINGTON TWP. - Levy Fields (Virtua),,
10/01/2023,12:30,11673238,,GotSport,Soccer,U-13,BURLINGTON COUNTY SOCCER ACADEMY DEL-SIDE SC 2011B,MOORESTOWN SC LIGHTNING 2011,BURLINGTON COUNTY SA - Delanco Field of Dreams,,
10/01/2023,12:30,11672534,,GotSport,Soccer,U-11,CINNAMINSON SC  STRIKERS 2013,MOORESTOWN SC RAPTORS 2013,CINNAMINSON SC - MEMORIAL,S9,
10/01/2023,12:30,11673302,,GotSport,Soccer,U-14,BERLIN SOCCER CLUB BRAWLERS 2010,PALMYRA RIVERTON SC UNION 2010,BERLIN SC - FRANKLIN FIELDS,F1,
10/01/2023,12:30,11936463,,GotSport,Soccer,U-8,DELRAN FC SOCCER 2016B GREY,CINNAMINSON SC  PIRATES WHITE 2016,DELRAN - VERMES,S7,
10/01/2023,12:30,11784512,,GotSport,Soccer,U-11,MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU) COMETS 2013,VOORHEES SA PREDATORS 2013,MLU-TROTTERS,,
10/01/2023,12:30,11884328,,GotSport,Soccer,U-13,WOODSTOWN SOCCER CLUB WOODSTOWN FURY 2011,HADDONFIELD SC BLACK 2011,WOODSTOWN,F1,
10/01/2023,12:30,11726247,,GotSport,Soccer,U-10,BURLINGTON TOWNSHIP SOCCER DYNAMITE 2014,RANCOCAS VALLEY SC  '14 - CELTIC,BURLINGTON TWP - PINEWALD AVE,S7,
10/01/2023,12:30,11817014,,GotSport,Soccer,U-11,EGG HARBOR TOWNSHIP SC EGG HARBOR SC EAGLES WHITE 2013,RANCOCAS VALLEY SC  MESSI 2013,EGG HARBOR - BARGAINTOWN,S9,
10/01/2023,12:30,12338131,,GotSport,Soccer,U-14,ATLANTIC UNITED SOCCER CLUB ATLANTIC UNITED PREMIER STRIKERS 2010/11 B,FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION STORM 2010,ATLANTIC - TARTAGLIO,F1,
10/01/2023,12:30,11795180,,GotSport,Soccer,U-8,TBAA  KNIGHTS 2016,HARRISON SC HARRISON BLUE SNAKES 2016,TBAA-VALLEY BROOK,S7,
10/01/2023,12:30,11856213,,GotSport,Soccer,U-11,PITTSGROVE SOCCER CLUB PSC REVOLUTION '13,AUDUBON SOCCER YOUTH ASSOCIATION AUDUBON SOCCER YOUTH WILD WINGS 2013,PITTSGROVE-GREEN BRANCH,,
10/01/2023,12:30,11760243,,GotSport,Soccer,U-13,BORDENTOWN FC  JAGUARS 2011,MEDFORD SC  RENEGADES 2011,BORDENTOWN - FRIENDSHIP FIELDS,,
10/01/2023,12:30,11856145,,GotSport,Soccer,U-14,DEPTFORD SA DEPTFORD DEMONS 2010,WASHINGTON TWP SOCCER CLUB RENEGADES 2010,DEPTFORD SC,,
10/01/2023,12:30,11674583,,GotSport,Soccer,U-11,HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2014,CHERRY HILL SC CHERRY HILL SC UNITED 2014,,,
10/01/2023,12:30,11883786,,GotSport,Soccer,U-10,MANTUA TOWNSHIP SA  OUTLAWS 2014,DELRAN FC SOCCER DELRAN FC HAWKS 2014,MANTUA TWP,,
10/01/2023,12:30,11674155,,GotSport,Soccer,U-9,MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2015,HADDON HEIGHTS SC  2015 CHEETAHS,MARLTON - MEMORIAL,,
10/01/2023,12:30,11806628,,GotSport,Soccer,U-14,MAINLAND UNITED SA  SHARKS 2010,CAPE EXPRESS CE BLUE CRUSH 2010,MAINLAND - MEMORIAL PARK,,
10/01/2023,12:30,11881301,,GotSport,Soccer,U-11,EAST GREENWICH SA EGSA PANTHERS 2013,LOGAN SOCCER CLUB  LOGAN FLASH 2013,E GREENWICH - THOMPSON FAMILY PARK,F1,
10/01/2023,12:30,11757069,,GotSport,Soccer,U-11,HADDON HEIGHTS SC  2013 YOUNG BOYS,HARRISON SC  LIGHTNING 2013,HADD HGTS - DEVON,FS,
10/01/2023,12:30,11784510,,GotSport,Soccer,U-11,DELRAN FC SOCCER DELRAN FC 2013 UNITED,HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2013,DELRAN - VERMES,S9,
10/01/2023,12:45,11884327,,GotSport,Soccer,U-13,GATEWAY UNITED SOCCER CLUB WILDCATS 2011,WOODBURY SOCCER CLUB WOODBURY ARMORY 2011,GATEWAY UTD. - WESTVILLE,,
10/01/2023,12:45,11836267,,GotSport,Soccer,U-12,MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2012,MONROE TOWNSHIP YS UNITED 2012,MARLTON - MEMORIAL,,
10/01/2023,13:00,11806627,,GotSport,Soccer,U-14,HARRISON SC  STORM 2010,HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2010,HARRISON - William Wilt Soccer Complex,F2,
10/01/2023,13:00,11757067,,GotSport,Soccer,U-11,PENNSAUKEN YOUTH SOCCER CLUB REBELS 2013,MONROE TOWNSHIP YS UNITED 2013,Pennsauken Community Recreation Facility,S9,
10/01/2023,13:00,11674585,,GotSport,Soccer,U-11,SJ FUTBOL CLUB SJFC FLYERS 2014,EAST GREENWICH SA EGSA DYNAMO 2013,SJFC - UPPER DEERFIELD RECREATION COMPLEX,,
10/01/2023,13:00,11807310,,GotSport,Soccer,U-9,HADDON TWP SOCCER CLUB HADDON TWP RED HAWKS 2015,MAPLE SHADE SC MAPLE SHADE WILD 2015,HADDON TWP - CRYSTAL LAKE,,
10/01/2023,13:15,11740696,,GotSport,Soccer,U-9,LOGAN SOCCER CLUB  LOGAN ARMADA 2015,SENECA UNITED SC 2015 RAPTORS,LOGAN - TWP LINE,S7,
10/01/2023,13:15,11722723,,GotSport,Soccer,U-9,VOORHEES SA COBRAS 2015,CAPE EXPRESS CE SILVER STREAK 2015,VOORHEES-Echelon Complex,,
10/01/2023,13:15,11834724,,GotSport,Soccer,U-9,HADDONFIELD SC RED 2015,CINNAMINSON SC  RAPTORS 2015,HADDONFIELD - CROWS WOODS,S7,
10/01/2023,13:15,11812545,,GotSport,Soccer,U-11,PALMYRA RIVERTON SC YOUNGBLOODS 2013,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2013,PAL RIV - Riverton Park,,
10/01/2023,13:15,11762870,,GotSport,Soccer,U-11,MAINLAND UNITED SA  STANGS 2013,WOODSTOWN SOCCER CLUB WOODSTOWN PREDATORS 2013,MAINLAND - POPLAR AVE,,
10/01/2023,13:15,11756441,,GotSport,Soccer,U-8,WEST DEPTFORD SC WHITE 2016,GATEWAY UNITED SOCCER CLUB GATORS 2016,W DEPTFORD-WD PARK,,
10/01/2023,13:15,11855392,,GotSport,Soccer,U-10,CHERRY HILL FC 2014 RED - HAWKS,CAPE EXPRESS CE UNION 2014,CHFC - DeCOU,,
10/01/2023,13:15,11740665,,GotSport,Soccer,U-12,CHERRY HILL SC  ROYALS 2012,TAR-KILL SOCCER CLUB TARKILL LIVERPOOL,CHSC - UPPER CHAPEL TURF,S9,
10/01/2023,13:15,11793117,,GotSport,Soccer,U-11,VINELAND SA UNITED 2013,DELRAN FC SOCCER 2013B GREY,VINELAND SA,S9,
10/01/2023,13:15,11881331,,GotSport,Soccer,U-9,EAST GREENWICH SA EGSA TIGERS 2015,LOGAN SOCCER CLUB  LOGAN BRIGADE 2015,E GREENWICH - THOMPSON FAMILY PARK,S7,
10/01/2023,13:15,11819907,,GotSport,Soccer,U-10,SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA LIGHTNING 2014,MAINLAND UNITED SA MAINLAND UNITED STALLIONS 2014 B,SW-High Hill West Park,,
10/01/2023,13:15,11937270,,GotSport,Soccer,U-8,MEDFORD SC  GOLD 2016,COLLINGSWOOD TRAVEL SOCCER CLUB RAMPAGE 2016,MEDFORD - BENDE PARK,,
10/01/2023,13:30,11722982,,GotSport,Soccer,U-15,UPPER TOWNSHIP SA  AVALANCHE 2009,HAMMONTON YSA HAMMONTON HEAT 2009,UPPER TWP-Amanda's Field Complex,F1,
10/01/2023,13:30,11817012,,GotSport,Soccer,U-11,NORTHERN BURLINGTON SA  GUNNERS 2013,CAPE EXPRESS AVENGERS 2013,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S9,
10/01/2023,13:30,11916672,,GotSport,Soccer,U-13,VINELAND SA STRIKERS 2011,WINSLOW TOWNSHIP YSA WINSLOW WILDCATS 2011,VINELAND SA,F1,
10/01/2023,13:30,11696490,,GotSport,Soccer,U-12,CLAYTON SA 2012 CLIPPERS,VOORHEES SA FORCE 2012,CLAYTON - BENTZ,S9,
10/01/2023,13:30,11916750,,GotSport,Soccer,U-8,CHERRY HILL SC CHERRY HILL SC BLUE (2016) - BOYS,MEDFORD SC  NAVY 2016,CHSC - UPPER CHAPEL TURF,S7,
10/01/2023,13:30,11834997,,GotSport,Soccer,U-9,NORTHERN BURLINGTON SA NORTHERN BURLINGTON JACKALS BLUE 2015,HARRISON SC HARRISON BLUE REBELS 2015,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S7,
10/01/2023,13:40,11930371,,GotSport,Soccer,U-16,HIGHLAND YOUTH SOCCER CLUB GALAXY 2008,WASHINGTON TWP SOCCER CLUB GLADIATORS 2008,HIGHLAND - GLOUCESTER TWP PARK,,
10/01/2023,13:45,11672956,,GotSport,Soccer,U-15,SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA FORCE 2009,MEDFORD SC  GOLD 2009,SW-Locke Avenue Park,F1,
10/01/2023,13:45,12399726,,GotSport,Soccer,U-15,DELRAN FC SOCCER DELRAN EXPRESS 2010B,NORTHERN BURLINGTON SA  BULLDOGS 2009,DELRAN - VERMES,F1,
10/01/2023,13:45,11818355,,GotSport,Soccer,U-13,CINNAMINSON SC  VIPERS 2011,PITTSGROVE SOCCER CLUB PSC WOLVES '11,CINNAMINSON SC - MEMORIAL,F1,
10/01/2023,13:45,12718461,,GotSport,Soccer,U-17,WASHINGTON TWP SOCCER CLUB SPARTANS 2007,WINSLOW TOWNSHIP YSA WINSLOW ENFORCERS 2007,WASHINGTON TWP-WASH LAKE PARK,,
10/01/2023,14:00,11722919,,GotSport,Soccer,U-12,WASHINGTON TWP SOCCER CLUB PREDATORS 2012,CAPE EXPRESS WHITE CAPS 2012,WASHINGTON TWP-WASH LAKE PARK,,
10/01/2023,14:00,11784511,,GotSport,Soccer,U-11,HAMMONTON YSA HAMMONTON HEAT 2013,MEDFORD STRIKERS SC MEDFORD STRIKERS 2013 BOYS,HAMMONTON - BOYER FIELD,,
10/01/2023,14:00,11930506,,GotSport,Soccer,U-13,EGG HARBOR TOWNSHIP SC EGG HARBOR SC EAGLES WHITE 2012,LOGAN SOCCER CLUB  LOGAN BLAZE 2011,EGG HARBOR - BARGAINTOWN,F1,
10/01/2023,14:00,11695982,,GotSport,Soccer,U-8,MOORESTOWN SC THUNDER STRIKERS 2016,NORTHERN BURLINGTON SA NORTHERN BURLINGTON BOOM 2016,MOORESTOWN - MEMORIAL FIELDS,S7,
10/01/2023,14:00,11760242,,GotSport,Soccer,U-13,DEPTFORD SA DEPTFORD TORNADOES 2011,CHERRY HILL FC 2011 JUNIORS BLACK,DEPTFORD SC,,
10/01/2023,14:00,11884357,,GotSport,Soccer,U-10,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2014,WEST DEPTFORD SC AVALANCHE 2014,WOODSTOWN,S7,
10/01/2023,14:00,11762872,,GotSport,Soccer,U-11,DEPTFORD SA DEPTFORD TORNADOS 2013,HADDON TWP SOCCER CLUB HADDON TWP WHITE HAWKS 2013,DEPTFORD SC,,
10/01/2023,14:00,11881259,,GotSport,Soccer,U-15,EAST GREENWICH SA EGSA THUNDER 2009,LOGAN SOCCER CLUB  LOGAN REBELS 2009,E GREENWICH - THOMPSON FAMILY PARK,F2,
10/01/2023,14:00,12720411,,GotSport,Soccer,U-15,PITMAN SA  LIONS 2009,FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION STRIKERS 2009,PITMAN - ALCYON LAKE,F1,
10/01/2023,14:00,11666767,,GotSport,Soccer,U-14,BURLINGTON COUNTY SOCCER ACADEMY DEL-SIDE SC 2010B,WOODSTOWN SOCCER CLUB WOODSTOWN WARRIORS 2010,BURLINGTON COUNTY SA - Delanco Field of Dreams,,
10/01/2023,14:00,11930577,,GotSport,Soccer,U-12,HARRISON SC  STRIKERS 2012,RANCOCAS VALLEY SC  AVENGERS 2012,HARRISON - William Wilt Soccer Complex,S9,
10/01/2023,14:00,11856212,,GotSport,Soccer,U-11,MEDFORD SC  BLUE DEVILS 2013,MOORESTOWN SC GOLDEN EAGLES 2013,MEDFORD - BENDE PARK,S9,
10/01/2023,14:00,11930904,,GotSport,Soccer,U-12,FRANKLIN TOWNSHIP YOUTH SOCCER ASSOCIATION CRUSADERS 2012,CINNAMINSON SC  SKULLS 2012,FRANKLIN TWP YOUTH COMPLEX,S9,
10/01/2023,14:00,11930578,,GotSport,Soccer,U-12,SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA SHARKS 2012,MEDFORD SC  DESTROYERS 2012,SW-High Hill West Park,,
10/01/2023,14:00,11916635,,GotSport,Soccer,U-10,MANTUA TOWNSHIP SA  PREDATORS 2014,CINNAMINSON SC  CHARGERS 2014,MANTUA TWP,,
10/01/2023,14:00,11674584,,GotSport,Soccer,U-11,MONROE TOWNSHIP YS UNITED BOYS 2013 BLUE,WEST DEPTFORD SC WEST DEPTFORD WIZARDS 2013,MONROE TWP - CORKERY LANE,,
10/01/2023,14:00,11742677,,GotSport,Soccer,U-10,TBAA  REVOLUTION 2014,TAR-KILL SOCCER CLUB TARKILL SPURS,TBAA-VALLEY BROOK,S7,
10/01/2023,14:00,11795178,,GotSport,Soccer,U-8,MOUNT LAUREL UNITED (MLU) OUNT LAUREL UNITED (MLU) GLADIATORS 2016,SWEDESBORO WOOLWICH SOCCER ASSOC. SWSA HAVOC 2016,MLU-TROTTERS,,
10/01/2023,14:00,11762871,,GotSport,Soccer,U-11,HADDON HEIGHTS SC  2013 BEAST BOYS,WOODBURY SOCCER CLUB WOODBURY BISON 2013,HADD HGTS - DEVON,FS,
10/01/2023,14:00,11883788,,GotSport,Soccer,U-10,SENECA UNITED SC 2014 THUNDER,MARLTON SOCCER CLUB MARLTON SC CHIEFS BLACK 2014,SENECA - STONEY CREEK FIELDS,S7,
10/01/2023,14:00,11855394,,GotSport,Soccer,U-10,WASHINGTON UNITED SOCCER CLUB WUSC 2014,MEDFORD SC  AVENGERS 2014,WASHINGTON TWP. - Levy Fields (Virtua),,
10/01/2023,14:00,12338130,,GotSport,Soccer,U-14,MAINLAND UNITED SA MAINLAND UNITED STANGS 2010-11 B,EAST GREENWICH SA EGSA CHARGERS 2010,MAINLAND - MEMORIAL PARK,,
10/01/2023,14:00,11916634,,GotSport,Soccer,U-10,MARLTON SOCCER CLUB MARLTON SC CHIEFS ORANGE 2014,MONROE TOWNSHIP YS UNITED 2014,MARLTON - MEMORIAL,,
